customer_id,last_order_date,frequency,monetary,recency,r_score,f_score,m_score,rfm_combined,rfm_segment,kmeans_cluster
CUST-00716,2026-06-22 05:44:08,4,2833.6699999999996,8,5,3,3,533,Loyal Customers,2
CUST-00717,2026-05-05 09:30:11,5,1887.74,56,4,4,2,442,Loyal Customers,2
CUST-00718,2024-04-24 22:07:31,2,2505.25,797,1,1,3,113,Hibernating / Lost,3
CUST-00719,2026-02-23 05:03:46,7,2830.21,127,3,5,3,353,Loyal Customers,2
CUST-00720,2026-03-03 18:39:30,3,1702.42,119,3,2,2,322,Hibernating / Lost,1
CUST-00721,2025-05-01 11:59:51,1,120.11,425,1,1,1,111,Hibernating / Lost,3
CUST-00722,2026-06-01 22:59:17,4,4847.87,29,5,3,5,535,Loyal Customers,2
CUST-00723,2026-05-29 01:55:11,2,589.89,32,5,1,1,511,New / Recent Customers,1
CUST-00724,2026-03-16 13:30:07,5,6165.36,106,4,4,5,445,VIP Champions,2
CUST-00725,2026-03-17 18:22:14,4,2676.29,105,4,3,3,433,Loyal Customers,1
CUST-00726,2025-11-15 10:20:43,2,602.06,227,2,1,1,211,Hibernating / Lost,1
CUST-00727,2025-03-12 05:50:14,4,2106.83,475,1,3,2,132,At-Risk High Value,3
CUST-00728,2025-08-30 14:09:21,5,2273.55,304,2,4,3,243,At-Risk High Value,2
CUST-00729,2025-11-29 19:08:04,2,2221.52,213,2,1,3,213,Hibernating / Lost,1
CUST-00730,2024-11-25 06:28:10,5,4801.72,582,1,4,5,145,At-Risk High Value,3
CUST-00731,2026-04-13 15:02:56,6,3342.31,78,4,4,4,444,VIP Champions,2
CUST-00732,2026-06-04 07:32:04,6,12408.060000000001,26,5,4,5,545,VIP Champions,0
CUST-00733,2025-09-05 07:40:47,2,537.6600000000001,298,2,1,1,211,Hibernating / Lost,1
CUST-00734,2025-12-22 19:29:02,5,5749.97,190,3,4,5,345,Loyal Customers,2
CUST-00735,2025-05-13 04:30:35,1,349.49,413,1,1,1,111,Hibernating / Lost,3
CUST-00736,2026-01-19 15:03:03,7,2565.37,162,3,5,3,353,Loyal Customers,2
CUST-00737,2025-09-16 10:06:28,5,3389.97,287,2,4,4,244,At-Risk High Value,2
CUST-00738,2025-09-30 02:56:57,5,6503.259999999999,273,2,4,5,245,At-Risk High Value,0
CUST-00739,2025-10-19 04:29:52,5,5587.49,254,2,4,5,245,At-Risk High Value,2
CUST-00740,2025-08-22 19:27:35,3,1661.95,312,2,2,2,222,Hibernating / Lost,1
CUST-00741,2025-08-27 01:19:23,2,1080.3000000000002,307,2,1,1,211,Hibernating / Lost,1
CUST-00742,2026-03-19 04:46:05,8,4465.21,103,4,5,4,454,VIP Champions,2
CUST-00743,2026-06-10 15:49:40,5,2846.4700000000003,20,5,4,3,543,Loyal Customers,2
CUST-00744,2025-10-22 06:00:01,9,4910.37,251,2,5,5,255,At-Risk High Value,0
CUST-00745,2025-01-06 07:16:32,4,2746.77,540,1,3,3,133,At-Risk High Value,3
CUST-00746,2025-06-28 06:09:32,4,4300.6900000000005,367,1,3,4,134,At-Risk High Value,2
CUST-00747,2025-10-22 13:33:12,4,4988.05,251,2,3,5,235,At-Risk High Value,2
CUST-00748,2025-02-22 03:51:33,2,6113.49,493,1,1,5,115,Hibernating / Lost,3
CUST-00749,2026-03-15 16:15:01,6,6456.67,107,4,4,5,445,VIP Champions,0
CUST-00750,2025-11-26 16:09:58,4,5120.110000000001,216,2,3,5,235,At-Risk High Value,2
CUST-00751,2026-04-25 01:16:23,5,1772.1399999999999,66,4,4,2,442,Loyal Customers,2
CUST-00752,2026-05-11 01:11:48,6,2029.09,50,5,4,2,542,Loyal Customers,2
CUST-00753,2025-07-01 18:12:26,5,8398.97,364,1,4,5,145,At-Risk High Value,0
CUST-00754,2026-06-23 07:01:32,4,5727.71,7,5,3,5,535,Loyal Customers,2
CUST-00755,2026-06-12 06:36:19,3,2577.1099999999997,18,5,2,3,523,New / Recent Customers,1
CUST-00756,2025-07-05 09:46:46,4,2024.04,360,1,3,2,132,At-Risk High Value,1
CUST-00757,2025-11-27 20:17:03,6,1980.04,215,2,4,2,242,At-Risk High Value,2
CUST-00758,2025-09-06 02:18:50,4,1977.3300000000002,297,2,3,2,232,At-Risk High Value,1
CUST-00759,2025-05-10 11:42:26,1,729.16,416,1,1,1,111,Hibernating / Lost,3
CUST-00760,2025-08-18 01:47:37,2,828.49,316,2,1,1,211,Hibernating / Lost,1
CUST-00761,2026-06-10 19:33:23,6,3696.23,20,5,4,4,544,VIP Champions,2
CUST-00762,2026-02-11 02:48:13,2,1413.23,139,3,1,2,312,Hibernating / Lost,1
CUST-00763,2025-07-31 05:54:09,5,2905.69,334,2,4,3,243,At-Risk High Value,2
CUST-00764,2024-06-16 00:44:03,2,1109.86,744,1,1,1,111,Hibernating / Lost,3
CUST-00765,2025-07-08 23:15:50,7,8586.47,357,1,5,5,155,At-Risk High Value,0
CUST-00766,2026-04-26 03:45:43,7,6144.01,65,4,5,5,455,VIP Champions,0
CUST-00767,2025-04-15 14:38:33,3,1842.9,441,1,2,2,122,Hibernating / Lost,3
CUST-00768,2025-04-25 19:21:00,3,3148.55,431,1,2,4,124,Hibernating / Lost,3
CUST-00769,2025-11-28 21:15:05,2,1239.13,214,2,1,2,212,Hibernating / Lost,1
CUST-00770,2025-04-15 17:15:31,4,1418.02,441,1,3,2,132,At-Risk High Value,3
CUST-00771,2024-12-24 18:15:35,3,1440.4099999999999,553,1,2,2,122,Hibernating / Lost,3
CUST-00772,2025-10-17 20:12:05,2,996.36,256,2,1,1,211,Hibernating / Lost,1
CUST-00773,2026-01-22 09:37:39,6,4312.56,159,3,4,4,344,Loyal Customers,2
CUST-00774,2026-06-09 21:49:31,8,4857.14,21,5,5,5,555,VIP Champions,0
CUST-00775,2026-03-31 16:46:48,3,570.8100000000001,91,4,2,1,421,New / Recent Customers,1
CUST-00776,2025-03-26 19:19:12,4,2805.46,461,1,3,3,133,At-Risk High Value,3
CUST-00777,2025-11-14 17:40:19,2,2060.49,228,2,1,2,212,Hibernating / Lost,1
CUST-00778,2025-03-30 07:18:32,2,2726.34,457,1,1,3,113,Hibernating / Lost,3
CUST-00779,2025-05-22 04:49:54,5,2713.22,404,1,4,3,143,At-Risk High Value,2
CUST-00780,2025-09-09 18:05:50,3,2432.08,294,2,2,3,223,Hibernating / Lost,1
CUST-00781,2025-08-18 00:59:03,5,2548.6,316,2,4,3,243,At-Risk High Value,2
CUST-00782,2025-05-16 13:42:24,2,3014.2,410,1,1,3,113,Hibernating / Lost,3
CUST-00783,2026-01-25 10:12:12,7,3332.02,156,3,5,4,354,Loyal Customers,2
CUST-00784,2025-11-21 15:41:27,4,3303.12,221,2,3,4,234,At-Risk High Value,2
CUST-00785,2025-10-04 17:32:11,4,2115.2599999999998,269,2,3,2,232,At-Risk High Value,1
CUST-00786,2026-03-31 09:25:14,2,1646.38,91,4,1,2,412,New / Recent Customers,1
CUST-00787,2024-11-12 20:04:09,4,1877.06,595,1,3,2,132,At-Risk High Value,3
CUST-00788,2026-06-05 23:37:27,6,3118.57,25,5,4,4,544,VIP Champions,2
CUST-00789,2026-02-18 19:39:51,2,2915.61,132,3,1,3,313,Hibernating / Lost,1
CUST-00790,2026-05-01 06:11:28,7,6753.3,60,4,5,5,455,VIP Champions,0
CUST-00791,2026-06-18 09:52:20,4,1980.07,12,5,3,2,532,Loyal Customers,1
CUST-00792,2026-06-10 03:45:14,5,4251.03,20,5,4,4,544,VIP Champions,2
CUST-00793,2025-11-01 20:07:28,5,1645.5,241,2,4,2,242,At-Risk High Value,2
CUST-00794,2026-03-25 14:14:44,6,2894.55,97,4,4,3,443,Loyal Customers,2
CUST-00795,2025-12-26 23:25:02,3,1005.93,186,3,2,1,321,Hibernating / Lost,1
CUST-00796,2025-07-31 20:02:21,5,4395.18,334,2,4,4,244,At-Risk High Value,2
CUST-00797,2024-02-17 04:11:10,1,431.95,864,1,1,1,111,Hibernating / Lost,3
CUST-00798,2025-09-23 07:46:20,8,8927.83,280,2,5,5,255,At-Risk High Value,0
CUST-00799,2026-06-04 01:57:17,5,2009.32,26,5,4,2,542,Loyal Customers,2
CUST-00800,2026-05-20 05:18:37,3,2418.91,41,5,2,3,523,New / Recent Customers,1
CUST-00801,2026-03-21 13:37:33,4,3615.7999999999997,101,4,3,4,434,Loyal Customers,2
CUST-00802,2026-01-26 22:55:01,4,1497.44,155,3,3,2,332,Loyal Customers,1
CUST-00804,2026-05-12 17:57:50,4,2742.54,49,5,3,3,533,Loyal Customers,2
CUST-00805,2026-02-03 18:44:51,5,2575.31,147,3,4,3,343,Loyal Customers,2
CUST-00806,2026-02-05 08:55:20,4,3660.0600000000004,145,3,3,4,334,Loyal Customers,2
CUST-00807,2026-02-11 08:41:13,3,706.84,139,3,2,1,321,Hibernating / Lost,1
CUST-00808,2026-05-08 08:34:29,3,1792.32,53,4,2,2,422,New / Recent Customers,1
CUST-00809,2026-06-22 13:59:53,5,4303.26,8,5,4,4,544,VIP Champions,2
CUST-00810,2026-01-10 22:05:52,4,3617.4700000000003,171,3,3,4,334,Loyal Customers,2
CUST-00811,2026-05-26 20:39:37,7,4857.7,35,5,5,5,555,VIP Champions,2
CUST-00812,2026-06-19 10:27:17,4,1730.46,11,5,3,2,532,Loyal Customers,1
CUST-00813,2026-01-07 17:25:06,4,2413.7599999999998,174,3,3,3,333,Loyal Customers,1
CUST-00814,2024-11-30 07:23:30,4,2482.4,577,1,3,3,133,At-Risk High Value,3
CUST-00815,2026-05-01 04:08:16,3,2424.29,60,4,2,3,423,New / Recent Customers,1
CUST-00816,2025-02-20 20:59:25,5,11234.47,495,1,4,5,145,At-Risk High Value,0
CUST-00817,2024-11-05 02:57:23,1,508.82,602,1,1,1,111,Hibernating / Lost,3
CUST-00818,2025-10-19 18:19:24,3,2053.17,254,2,2,2,222,Hibernating / Lost,1
CUST-00819,2025-11-29 10:45:34,2,1491.05,213,2,1,2,212,Hibernating / Lost,1
CUST-00820,2026-02-10 23:27:03,5,2620.36,140,3,4,3,343,Loyal Customers,2
CUST-00821,2025-12-07 00:16:09,5,2045.1699999999998,205,3,4,2,342,Loyal Customers,2
CUST-00822,2024-12-07 01:41:20,2,1813.51,570,1,1,2,112,Hibernating / Lost,3
CUST-00823,2025-11-28 12:05:44,4,4868.849999999999,214,2,3,5,235,At-Risk High Value,2
CUST-00824,2026-05-27 21:37:07,4,1076.45,34,5,3,1,531,Loyal Customers,1
CUST-00825,2024-11-17 10:42:29,1,1938.13,590,1,1,2,112,Hibernating / Lost,3
CUST-00826,2025-09-15 09:16:25,6,13351.46,288,2,4,5,245,At-Risk High Value,0
CUST-00828,2025-09-28 01:56:18,4,1787.32,275,2,3,2,232,At-Risk High Value,1
CUST-00829,2025-09-12 08:13:52,1,46.11,291,2,1,1,211,Hibernating / Lost,1
CUST-00830,2026-04-26 11:57:23,3,1762.6299999999999,65,4,2,2,422,New / Recent Customers,1
CUST-00831,2025-04-08 22:29:07,5,4631.66,448,1,4,4,144,At-Risk High Value,2
CUST-00832,2025-10-09 15:01:36,4,1573.74,264,2,3,2,232,At-Risk High Value,1
CUST-00833,2026-04-04 04:22:09,3,568.35,87,4,2,1,421,New / Recent Customers,1
CUST-00834,2026-04-09 23:10:11,4,725.75,82,4,3,1,431,Loyal Customers,1
CUST-00835,2026-04-17 13:15:11,5,2337.87,74,4,4,3,443,Loyal Customers,2
CUST-00836,2025-11-10 03:22:18,5,3492.81,232,2,4,4,244,At-Risk High Value,2
CUST-00837,2026-06-26 23:28:46,3,2742.36,4,5,2,3,523,New / Recent Customers,1
CUST-00838,2025-10-18 17:06:31,5,2141.35,255,2,4,2,242,At-Risk High Value,2
CUST-00839,2026-05-10 22:26:49,4,2165.09,51,5,3,3,533,Loyal Customers,1
CUST-00840,2025-08-24 09:03:29,4,1272.43,310,2,3,2,232,At-Risk High Value,1
CUST-00841,2026-01-06 03:22:07,7,7828.16,175,3,5,5,355,Loyal Customers,0
CUST-00842,2026-05-08 18:46:07,8,3162.3199999999997,53,4,5,4,454,VIP Champions,2
CUST-00843,2026-01-03 15:36:50,2,547.95,178,3,1,1,311,Hibernating / Lost,1
CUST-00844,2026-02-22 08:03:55,3,3465.84,128,3,2,4,324,Hibernating / Lost,1
CUST-00845,2026-02-10 13:26:46,7,4158.6,140,3,5,4,354,Loyal Customers,2
CUST-00846,2026-02-28 00:44:55,6,4506.17,122,3,4,4,344,Loyal Customers,2
CUST-00847,2026-06-03 17:03:30,4,1610.0900000000001,27,5,3,2,532,Loyal Customers,1
CUST-00848,2025-08-26 12:37:24,1,221.21,308,2,1,1,211,Hibernating / Lost,1
CUST-00849,2025-12-24 17:10:32,2,259.0,188,3,1,1,311,Hibernating / Lost,1
CUST-00850,2026-06-27 16:01:40,5,2442.33,3,5,4,3,543,Loyal Customers,2
CUST-00851,2026-06-07 03:54:39,8,7459.0,23,5,5,5,555,VIP Champions,0
CUST-00852,2025-08-05 22:29:48,2,370.35999999999996,329,2,1,1,211,Hibernating / Lost,1
CUST-00853,2026-04-09 16:19:07,4,2970.42,82,4,3,3,433,Loyal Customers,2
CUST-00854,2026-05-15 20:12:10,3,1111.25,46,5,2,1,521,New / Recent Customers,1
CUST-00855,2025-09-16 01:27:12,2,1596.33,287,2,1,2,212,Hibernating / Lost,1
CUST-00856,2025-05-03 03:35:16,2,818.75,423,1,1,1,111,Hibernating / Lost,3
CUST-00857,2026-01-15 10:38:45,2,813.63,166,3,1,1,311,Hibernating / Lost,1
CUST-00858,2025-09-01 05:16:58,5,1953.17,302,2,4,2,242,At-Risk High Value,2
CUST-00859,2026-06-25 15:59:02,4,2067.06,5,5,3,2,532,Loyal Customers,1
CUST-00860,2025-09-10 05:24:18,3,2445.65,293,2,2,3,223,Hibernating / Lost,1
CUST-00861,2025-11-18 21:14:16,6,9435.8,224,2,4,5,245,At-Risk High Value,0
CUST-00862,2026-05-07 03:24:37,3,1450.64,54,4,2,2,422,New / Recent Customers,1
CUST-00863,2026-03-07 14:14:01,3,2401.28,115,4,2,3,423,New / Recent Customers,1
CUST-00865,2026-03-21 09:22:20,6,3999.48,101,4,4,4,444,VIP Champions,2
CUST-00867,2024-12-29 13:30:37,2,1419.1100000000001,548,1,1,2,112,Hibernating / Lost,3
CUST-00868,2025-11-25 12:32:51,6,3443.24,217,2,4,4,244,At-Risk High Value,2
CUST-00869,2025-06-18 17:12:39,3,1084.97,377,1,2,1,121,Hibernating / Lost,3
CUST-00870,2026-04-19 00:12:01,2,275.82,72,4,1,1,411,New / Recent Customers,1
CUST-00871,2025-07-06 08:39:40,4,2285.35,359,1,3,3,133,At-Risk High Value,1
CUST-00872,2025-10-15 11:34:29,3,1184.73,258,2,2,1,221,Hibernating / Lost,1
CUST-00873,2025-10-03 19:50:03,2,621.4200000000001,270,2,1,1,211,Hibernating / Lost,1
CUST-00874,2025-07-18 15:13:20,2,304.41999999999996,347,2,1,1,211,Hibernating / Lost,1
CUST-00875,2025-12-30 22:53:38,2,1262.85,182,3,1,2,312,Hibernating / Lost,1
CUST-00876,2025-10-29 23:25:48,8,7750.860000000001,244,2,5,5,255,At-Risk High Value,0
CUST-00877,2024-10-28 19:26:07,5,5084.04,610,1,4,5,145,At-Risk High Value,3
CUST-00878,2026-05-10 13:09:59,6,8661.73,51,5,4,5,545,VIP Champions,0
CUST-00879,2026-01-24 19:45:38,8,6270.66,157,3,5,5,355,Loyal Customers,0
CUST-00881,2026-06-02 04:32:48,6,4596.43,28,5,4,4,544,VIP Champions,2
CUST-00882,2026-06-11 14:22:27,7,5445.33,19,5,5,5,555,VIP Champions,0
CUST-00883,2025-10-15 00:01:55,5,2678.25,258,2,4,3,243,At-Risk High Value,2
CUST-00884,2026-06-16 15:56:39,3,949.15,14,5,2,1,521,New / Recent Customers,1
CUST-00885,2026-01-01 15:21:31,1,618.37,180,3,1,1,311,Hibernating / Lost,1
CUST-00886,2026-01-08 01:23:56,4,2143.08,173,3,3,2,332,Loyal Customers,1
CUST-00887,2025-10-25 11:58:54,2,2904.7599999999998,248,2,1,3,213,Hibernating / Lost,1
CUST-00888,2026-05-06 04:28:17,4,1968.19,55,4,3,2,432,Loyal Customers,1
CUST-00889,2026-05-26 23:01:10,5,4507.3099999999995,35,5,4,4,544,VIP Champions,2
CUST-00890,2026-05-18 04:56:53,4,1123.0,43,5,3,1,531,Loyal Customers,1
CUST-00891,2025-12-27 01:11:36,2,1733.89,185,3,1,2,312,Hibernating / Lost,1
CUST-00892,2026-05-24 05:36:52,7,6370.9,37,5,5,5,555,VIP Champions,0
CUST-00893,2024-03-22 00:09:49,1,606.76,830,1,1,1,111,Hibernating / Lost,3
CUST-00894,2025-07-23 11:38:34,7,5429.34,342,2,5,5,255,At-Risk High Value,2
CUST-00895,2026-04-16 02:50:47,3,2312.52,75,4,2,3,423,New / Recent Customers,1
CUST-00896,2026-03-13 07:47:22,9,2840.87,109,4,5,3,453,Loyal Customers,2
CUST-00897,2026-04-13 15:55:58,1,758.73,78,4,1,1,411,New / Recent Customers,1
CUST-00898,2025-08-31 13:55:26,6,13454.82,303,2,4,5,245,At-Risk High Value,0
CUST-00899,2026-02-24 22:54:03,6,3967.87,126,3,4,4,344,Loyal Customers,2
CUST-00900,2026-06-14 13:54:40,5,1818.6899999999998,16,5,4,2,542,Loyal Customers,2
CUST-00901,2026-04-06 15:18:31,8,4243.18,85,4,5,4,454,VIP Champions,2
CUST-00902,2025-11-26 09:05:33,1,910.35,216,2,1,1,211,Hibernating / Lost,1
CUST-00903,2025-12-12 04:48:38,3,1044.77,200,3,2,1,321,Hibernating / Lost,1
CUST-00904,2026-05-21 13:14:58,5,4094.53,40,5,4,4,544,VIP Champions,2
CUST-00905,2026-04-02 01:33:19,5,2053.55,89,4,4,2,442,Loyal Customers,2
CUST-00906,2026-02-07 20:17:16,3,3309.6099999999997,143,3,2,4,324,Hibernating / Lost,1
CUST-00907,2025-09-12 03:59:15,4,1772.95,291,2,3,2,232,At-Risk High Value,1
CUST-00908,2026-01-14 09:31:42,6,4324.97,167,3,4,4,344,Loyal Customers,2
CUST-00909,2026-04-03 05:35:00,4,3179.4500000000003,88,4,3,4,434,Loyal Customers,2
CUST-00910,2026-05-31 03:32:47,6,7476.28,30,5,4,5,545,VIP Champions,0
CUST-00911,2026-03-05 23:13:33,6,4950.6900000000005,117,3,4,5,345,Loyal Customers,2
CUST-00912,2026-01-23 12:20:44,3,3441.32,158,3,2,4,324,Hibernating / Lost,1
CUST-00913,2026-06-27 07:59:56,6,6229.35,3,5,4,5,545,VIP Champions,0
CUST-00914,2026-02-07 23:54:11,4,1192.68,143,3,3,1,331,Loyal Customers,1
CUST-00915,2025-09-08 06:19:55,3,4800.83,295,2,2,5,225,Hibernating / Lost,1
CUST-00916,2025-10-26 02:47:35,2,1482.24,247,2,1,2,212,Hibernating / Lost,1
CUST-00917,2025-03-03 21:52:25,4,2174.25,484,1,3,3,133,At-Risk High Value,3
CUST-00918,2026-06-14 10:15:53,3,3343.84,16,5,2,4,524,New / Recent Customers,1
CUST-00919,2025-08-22 17:09:51,4,1588.77,312,2,3,2,232,At-Risk High Value,1
CUST-00920,2025-09-11 00:05:51,4,4733.34,292,2,3,5,235,At-Risk High Value,2
CUST-00921,2025-12-18 22:51:10,5,4938.87,194,3,4,5,345,Loyal Customers,2
CUST-00922,2025-05-06 11:57:25,6,11199.12,420,1,4,5,145,At-Risk High Value,0
CUST-00923,2026-04-01 15:43:50,4,1420.19,90,4,3,2,432,Loyal Customers,1
CUST-00924,2026-06-08 12:30:40,6,4032.27,22,5,4,4,544,VIP Champions,2
CUST-00925,2025-07-26 13:26:58,3,4285.7699999999995,339,2,2,4,224,Hibernating / Lost,1
CUST-00926,2026-04-02 06:05:42,5,2277.08,89,4,4,3,443,Loyal Customers,2
CUST-00927,2026-05-01 20:40:12,1,490.72,60,4,1,1,411,New / Recent Customers,1
CUST-00928,2025-08-31 04:47:00,4,1878.02,303,2,3,2,232,At-Risk High Value,1
CUST-00929,2026-04-15 14:12:20,2,1129.38,76,4,1,1,411,New / Recent Customers,1
CUST-00930,2026-01-08 00:32:22,3,2585.96,173,3,2,3,323,Hibernating / Lost,1
CUST-00931,2026-05-27 22:39:11,6,5753.74,34,5,4,5,545,VIP Champions,0
CUST-00932,2024-04-10 21:13:57,1,516.56,811,1,1,1,111,Hibernating / Lost,3
CUST-00933,2024-12-22 14:02:08,2,2013.4199999999998,555,1,1,2,112,Hibernating / Lost,3
CUST-00934,2026-03-10 12:12:20,5,4184.43,112,4,4,4,444,VIP Champions,2
CUST-00935,2026-01-29 19:17:01,2,975.92,152,3,1,1,311,Hibernating / Lost,1
CUST-00936,2026-02-07 03:15:24,6,7445.92,143,3,4,5,345,Loyal Customers,0
CUST-00937,2025-06-11 12:42:29,5,3053.5699999999997,384,1,4,3,143,At-Risk High Value,2
CUST-00938,2025-07-08 23:02:22,3,1279.24,357,1,2,2,122,Hibernating / Lost,1
CUST-00939,2026-01-12 01:27:16,3,3159.09,169,3,2,4,324,Hibernating / Lost,1
CUST-00940,2026-06-03 05:30:10,6,2997.41,27,5,4,3,543,Loyal Customers,2
CUST-00941,2026-04-29 05:44:45,3,1453.3799999999999,62,4,2,2,422,New / Recent Customers,1
CUST-00942,2025-02-10 08:42:18,2,604.23,505,1,1,1,111,Hibernating / Lost,3
CUST-00943,2026-06-10 22:33:59,5,5317.05,20,5,4,5,545,VIP Champions,2
CUST-00944,2024-07-11 20:10:03,1,1475.62,719,1,1,2,112,Hibernating / Lost,3
CUST-00945,2026-06-06 16:11:50,5,8999.23,24,5,4,5,545,VIP Champions,0
CUST-00946,2026-05-17 14:57:25,6,2992.4,44,5,4,3,543,Loyal Customers,2
CUST-00947,2025-09-18 12:20:31,1,679.81,285,2,1,1,211,Hibernating / Lost,1
CUST-00948,2026-05-15 13:35:59,7,3225.2200000000003,46,5,5,4,554,VIP Champions,2
CUST-00949,2025-09-19 13:59:16,1,570.7,284,2,1,1,211,Hibernating / Lost,1
CUST-00950,2024-10-12 06:46:40,1,1400.36,626,1,1,2,112,Hibernating / Lost,3
CUST-00951,2024-09-29 16:11:22,2,504.56,639,1,1,1,111,Hibernating / Lost,3
CUST-00952,2026-02-05 19:20:48,6,3086.26,145,3,4,3,343,Loyal Customers,2
CUST-00953,2025-12-17 02:47:08,3,1026.9099999999999,195,3,2,1,321,Hibernating / Lost,1
CUST-00954,2024-11-07 02:07:30,2,1129.73,600,1,1,1,111,Hibernating / Lost,3
CUST-00955,2026-06-16 06:40:51,5,8220.62,14,5,4,5,545,VIP Champions,0
CUST-00956,2026-02-02 08:25:44,5,5717.7,148,3,4,5,345,Loyal Customers,2
CUST-00957,2025-06-09 12:52:24,4,3277.86,386,1,3,4,134,At-Risk High Value,3
CUST-00958,2026-04-22 16:38:10,4,3111.02,69,4,3,3,433,Loyal Customers,2
CUST-00959,2025-12-10 19:47:56,8,9271.63,202,3,5,5,355,Loyal Customers,0
CUST-00960,2025-09-24 01:14:45,1,145.69,279,2,1,1,211,Hibernating / Lost,1
CUST-00961,2026-01-29 19:05:23,9,4563.41,152,3,5,4,354,Loyal Customers,0
CUST-00962,2025-09-22 19:12:37,5,3839.62,281,2,4,4,244,At-Risk High Value,2
CUST-00963,2025-01-20 16:44:29,2,1092.12,526,1,1,1,111,Hibernating / Lost,3
CUST-00964,2025-09-20 10:54:47,5,1967.92,283,2,4,2,242,At-Risk High Value,2
CUST-00965,2025-09-14 20:05:50,4,4071.1,289,2,3,4,234,At-Risk High Value,2
CUST-00966,2025-08-19 01:57:55,1,1573.62,315,2,1,2,212,Hibernating / Lost,1
CUST-00967,2026-06-22 17:10:32,2,824.44,8,5,1,1,511,New / Recent Customers,1
CUST-00969,2026-02-20 22:38:21,2,1774.12,130,3,1,2,312,Hibernating / Lost,1
CUST-00970,2025-03-17 08:40:00,4,4995.93,470,1,3,5,135,At-Risk High Value,3
CUST-00971,2026-04-26 18:06:03,5,5114.08,65,4,4,5,445,VIP Champions,2
CUST-00972,2026-06-04 08:02:14,6,3828.0299999999997,26,5,4,4,544,VIP Champions,2
CUST-00973,2026-06-22 08:55:23,9,4589.43,8,5,5,4,554,VIP Champions,0
CUST-00974,2026-04-19 09:03:12,2,1378.24,72,4,1,2,412,New / Recent Customers,1
CUST-00975,2025-04-27 19:25:24,2,793.16,429,1,1,1,111,Hibernating / Lost,3
CUST-00976,2024-06-22 00:01:04,2,3118.5699999999997,738,1,1,4,114,Hibernating / Lost,3
CUST-00977,2026-03-26 19:57:04,6,8336.97,96,4,4,5,445,VIP Champions,0
CUST-00978,2026-04-01 08:40:31,8,6629.73,90,4,5,5,455,VIP Champions,0
CUST-00979,2024-10-14 07:36:25,2,1959.2800000000002,624,1,1,2,112,Hibernating / Lost,3
CUST-00980,2025-11-24 14:23:28,5,6319.25,218,2,4,5,245,At-Risk High Value,2
CUST-00981,2026-03-10 12:18:11,7,14060.119999999999,112,4,5,5,455,VIP Champions,0
CUST-00982,2025-09-07 16:35:23,5,3384.42,296,2,4,4,244,At-Risk High Value,2
CUST-00983,2026-06-14 23:11:48,4,1852.78,16,5,3,2,532,Loyal Customers,1
CUST-00984,2025-12-02 18:09:45,6,2792.91,210,3,4,3,343,Loyal Customers,2
CUST-00985,2025-11-10 09:47:44,7,3089.65,232,2,5,3,253,At-Risk High Value,2
CUST-00986,2026-04-29 20:53:40,6,2386.17,62,4,4,3,443,Loyal Customers,2
CUST-00987,2026-05-28 19:05:14,6,5608.52,33,5,4,5,545,VIP Champions,2
CUST-00988,2026-04-20 21:21:45,4,1916.75,71,4,3,2,432,Loyal Customers,1
CUST-00989,2026-06-13 08:16:11,6,12521.19,17,5,4,5,545,VIP Champions,0
CUST-00990,2025-09-28 19:04:50,7,2747.23,275,2,5,3,253,At-Risk High Value,2
CUST-00991,2025-03-08 13:13:26,2,1123.3200000000002,479,1,1,1,111,Hibernating / Lost,3
CUST-00992,2025-09-14 20:14:49,2,1249.02,289,2,1,2,212,Hibernating / Lost,1
CUST-00993,2026-05-29 13:03:59,5,5203.5,32,5,4,5,545,VIP Champions,2
CUST-00994,2026-02-24 17:45:31,4,5623.72,126,3,3,5,335,Loyal Customers,2
CUST-00995,2026-01-29 13:12:24,1,689.86,152,3,1,1,311,Hibernating / Lost,1
CUST-00996,2026-06-07 06:58:49,5,11809.69,23,5,4,5,545,VIP Champions,0
CUST-00997,2025-06-02 22:28:02,3,2223.9,393,1,2,3,123,Hibernating / Lost,3
CUST-00998,2025-04-11 13:36:09,3,4578.04,445,1,2,4,124,Hibernating / Lost,3
CUST-00999,2025-08-14 14:01:21,6,6530.14,320,2,4,5,245,At-Risk High Value,0
CUST-01000,2025-07-04 05:18:13,2,1338.72,361,1,1,2,112,Hibernating / Lost,3
CUST-01001,2026-01-22 22:50:25,4,1244.29,159,3,3,2,332,Loyal Customers,1
CUST-01002,2025-03-21 13:33:56,4,676.21,466,1,3,1,131,At-Risk High Value,3
CUST-01003,2026-01-25 08:58:40,6,7444.57,156,3,4,5,345,Loyal Customers,0
CUST-01004,2025-08-05 13:43:13,7,6312.69,329,2,5,5,255,At-Risk High Value,0
CUST-01005,2026-03-29 23:47:14,1,199.58,93,4,1,1,411,New / Recent Customers,1
CUST-01006,2025-07-09 17:47:58,2,1248.31,356,2,1,2,212,Hibernating / Lost,1
CUST-01007,2026-05-31 06:14:51,6,3773.14,30,5,4,4,544,VIP Champions,2
CUST-01008,2026-06-26 17:17:51,6,6663.06,4,5,4,5,545,VIP Champions,0
CUST-01009,2026-06-28 15:33:11,5,3397.58,2,5,4,4,544,VIP Champions,2
CUST-01010,2026-04-25 23:48:52,5,2433.58,66,4,4,3,443,Loyal Customers,2
