order_id,warehouse_id,courier_partner,shipping_date,delivery_date,delay_reason,delivery_status
ORD-002277,WH-04,FedEx Express,2024-05-20 15:43:26,2024-05-23 15:43:26,None,Delivered
ORD-002278,WH-05,DHL Supply Chain,2024-05-20 02:09:41,2024-05-22 02:09:41,None,Delivered
ORD-002279,WH-01,Amazon Logistics,2024-05-21 08:49:17,2024-05-23 08:49:17,None,Delivered
ORD-002280,WH-08,DHL Supply Chain,2024-05-20 17:11:15,2024-05-22 17:11:15,None,Delivered
ORD-002281,WH-04,FedEx Express,2024-05-21 07:53:14,2024-05-22 07:53:14,None,Delivered
ORD-002282,WH-02,Amazon Logistics,2024-05-20 04:27:58,2024-05-21 04:27:58,None,Delivered
ORD-002283,WH-06,Amazon Logistics,2024-05-20 18:11:41,2024-05-22 18:11:41,None,Delivered
ORD-002284,WH-03,DHL Supply Chain,2024-05-21 03:25:04,2024-05-24 03:25:04,None,Delivered
ORD-002285,WH-03,UPS Ground,2024-05-20 23:43:23,2024-05-24 23:43:23,Traffic & Vehicle Breakdown,Delayed
ORD-002286,WH-05,UPS Ground,2024-05-21 08:44:44,2024-05-22 08:44:44,None,Delivered
ORD-002287,WH-01,FedEx Express,2024-05-20 17:13:04,2024-05-22 17:13:04,None,Delivered
ORD-002289,WH-01,Amazon Logistics,2024-05-21 15:46:43,2024-05-24 15:46:43,None,Delivered
ORD-002290,WH-07,FedEx Express,2024-05-20 07:11:19,2024-05-22 07:11:19,None,Delivered
ORD-002291,WH-03,USPS Priority,2024-05-20 15:41:05,2024-05-21 15:41:05,None,Delivered
ORD-002292,WH-06,USPS Priority,2024-05-22 01:39:55,2024-05-25 01:39:55,None,Delivered
ORD-002293,WH-05,FedEx Express,2024-05-22 01:21:34,2024-05-25 01:21:34,None,Delivered
ORD-002294,WH-03,UPS Ground,2024-05-20 09:43:58,2024-05-22 09:43:58,None,Delivered
ORD-002295,WH-07,USPS Priority,2024-05-21 12:10:10,2024-05-23 12:10:10,None,Delivered
ORD-002296,WH-02,UPS Ground,2024-05-20 14:51:53,2024-05-22 14:51:53,None,Delivered
ORD-002297,WH-04,UPS Ground,2024-05-20 11:28:26,2024-05-22 11:28:26,None,Delivered
ORD-002298,WH-08,USPS Priority,2024-05-21 12:29:20,2024-05-23 12:29:20,None,Delivered
ORD-002299,WH-05,UPS Ground,2024-05-21 08:24:06,2024-05-24 08:24:06,None,Delivered
ORD-002300,WH-02,FedEx Express,2024-05-20 19:18:21,2024-05-21 19:18:21,None,Delivered
ORD-002301,WH-06,DHL Supply Chain,2024-05-22 00:34:02,2024-05-23 00:34:02,None,Delivered
ORD-002302,WH-02,DHL Supply Chain,2024-05-21 13:54:46,2024-05-22 13:54:46,None,Delivered
ORD-002303,WH-03,FedEx Express,2024-05-20 23:06:33,2024-05-21 23:06:33,None,Delivered
ORD-002304,WH-07,FedEx Express,2024-05-22 04:39:30,2024-05-24 04:39:30,None,Delivered
ORD-002305,WH-01,FedEx Express,2024-05-20 20:23:08,2024-05-21 20:23:08,None,Delivered
ORD-002306,WH-05,FedEx Express,2024-05-22 07:49:37,2024-05-25 07:49:37,None,Delivered
ORD-002307,WH-02,FedEx Express,2024-05-21 11:41:05,2024-05-24 11:41:05,None,Delivered
ORD-002308,WH-04,Amazon Logistics,2024-05-21 04:55:58,2024-05-23 04:55:58,None,Delivered
ORD-002309,WH-05,DHL Supply Chain,2024-05-22 06:32:27,2024-05-25 06:32:27,None,Delivered
ORD-002310,WH-02,UPS Ground,2024-05-21 22:45:59,2024-05-24 22:45:59,None,Delivered
ORD-002311,WH-08,USPS Priority,2024-05-22 21:41:54,2024-05-25 21:41:54,None,Delivered
ORD-002312,WH-03,UPS Ground,2024-05-22 15:19:06,2024-05-28 15:19:06,Traffic & Vehicle Breakdown,Delayed
ORD-002313,WH-01,UPS Ground,2024-05-22 00:59:28,2024-05-25 00:59:28,None,Delivered
ORD-002314,WH-08,UPS Ground,2024-05-22 21:28:28,2024-05-25 21:28:28,None,Delivered
ORD-002315,WH-06,DHL Supply Chain,2024-05-21 21:16:01,2024-05-24 21:16:01,None,Delivered
ORD-002316,WH-07,FedEx Express,2024-05-22 21:38:54,2024-05-25 21:38:54,None,Delivered
ORD-002317,WH-05,USPS Priority,2024-05-22 04:39:40,2024-05-24 04:39:40,None,Delivered
ORD-002318,WH-07,DHL Supply Chain,2024-05-23 12:33:14,2024-05-26 12:33:14,None,Delivered
ORD-002319,WH-01,USPS Priority,2024-05-23 12:21:10,2024-05-28 12:21:10,Traffic & Vehicle Breakdown,Delayed
ORD-002320,WH-05,FedEx Express,2024-05-23 15:48:17,2024-05-26 15:48:17,None,Delivered
ORD-002321,WH-05,FedEx Express,2024-05-22 18:20:14,2024-05-25 18:20:14,None,Delivered
ORD-002322,WH-05,UPS Ground,2024-05-22 21:07:03,2024-05-23 21:07:03,None,Delivered
ORD-002323,WH-08,Amazon Logistics,2024-05-23 04:07:59,2024-05-24 04:07:59,None,Delivered
ORD-002325,WH-07,UPS Ground,2024-05-22 12:20:08,2024-05-24 12:20:08,None,Delivered
ORD-002326,WH-05,UPS Ground,2024-05-23 23:07:49,2024-05-25 23:07:49,None,Delivered
ORD-002327,WH-06,UPS Ground,2024-05-23 19:30:19,2024-05-30 19:30:19,Weather Disruption,Delayed
ORD-002328,WH-05,UPS Ground,2024-05-23 01:34:15,2024-05-26 01:34:15,None,Delivered
ORD-002329,WH-04,DHL Supply Chain,2024-05-24 03:30:48,2024-05-27 03:30:48,None,Delivered
ORD-002330,WH-01,DHL Supply Chain,2024-05-23 18:32:43,2024-05-26 18:32:43,None,Delivered
ORD-002331,WH-07,Amazon Logistics,2024-05-23 13:39:23,2024-05-25 13:39:23,None,Delivered
ORD-002333,WH-08,Amazon Logistics,2024-05-24 01:02:17,2024-05-27 01:02:17,None,Delivered
ORD-002334,WH-08,FedEx Express,2024-05-23 15:31:43,2024-05-26 15:31:43,None,Delivered
ORD-002335,WH-02,FedEx Express,2024-05-23 20:46:00,2024-05-25 20:46:00,None,Delivered
ORD-002336,WH-04,UPS Ground,2024-05-23 17:21:25,2024-05-25 17:21:25,None,Delivered
ORD-002337,WH-04,FedEx Express,2024-05-23 02:38:31,2024-05-26 02:38:31,None,Delivered
ORD-002338,WH-02,FedEx Express,2024-05-24 19:53:03,2024-05-26 19:53:03,None,Delivered
ORD-002340,WH-07,FedEx Express,2024-05-23 09:02:06,2024-05-26 09:02:06,None,Delivered
ORD-002341,WH-04,DHL Supply Chain,2024-05-23 23:07:51,2024-05-26 23:07:51,None,Delivered
ORD-002342,WH-01,FedEx Express,2024-05-24 10:49:46,2024-05-25 10:49:46,None,Delivered
ORD-002343,WH-07,FedEx Express,2024-05-24 17:36:01,2024-05-25 17:36:01,None,Delivered
ORD-002344,WH-04,FedEx Express,2024-05-24 14:37:40,2024-05-25 14:37:40,None,Delivered
ORD-002345,WH-04,Amazon Logistics,2024-05-23 19:21:33,2024-05-26 19:21:33,None,Delivered
ORD-002346,WH-06,FedEx Express,2024-05-23 18:23:15,2024-05-25 18:23:15,None,Delivered
ORD-002347,WH-01,UPS Ground,2024-05-23 22:16:39,2024-05-24 22:16:39,None,Delivered
ORD-002348,WH-07,FedEx Express,2024-05-24 08:01:13,2024-05-26 08:01:13,None,Delivered
ORD-002349,WH-04,FedEx Express,2024-05-24 08:06:41,2024-05-27 08:06:41,None,Delivered
ORD-002350,WH-06,DHL Supply Chain,2024-05-23 20:11:57,2024-05-25 20:11:57,None,Delivered
ORD-002351,WH-03,FedEx Express,2024-05-24 05:24:35,2024-05-25 05:24:35,None,Delivered
ORD-002352,WH-04,DHL Supply Chain,2024-05-23 21:45:15,2024-05-24 21:45:15,None,Delivered
ORD-002353,WH-05,UPS Ground,2024-05-24 20:52:53,2024-05-26 20:52:53,None,Delivered
ORD-002354,WH-07,FedEx Express,2024-05-25 07:03:21,2024-05-26 07:03:21,None,Delivered
ORD-002355,WH-04,FedEx Express,2024-05-24 14:06:16,2024-05-26 14:06:16,None,Delivered
ORD-002356,WH-08,FedEx Express,2024-05-23 19:22:16,2024-05-24 19:22:16,None,Delivered
ORD-002357,WH-01,USPS Priority,2024-05-23 20:27:35,2024-05-25 20:27:35,None,Delivered
ORD-002358,WH-05,UPS Ground,2024-05-23 23:24:59,2024-05-25 23:24:59,None,Delivered
ORD-002359,WH-05,Amazon Logistics,2024-05-24 18:43:12,2024-05-26 18:43:12,None,Delivered
ORD-002360,WH-07,FedEx Express,2024-05-24 05:33:06,2024-05-25 05:33:06,None,Delivered
ORD-002361,WH-04,Amazon Logistics,2024-05-25 18:31:50,2024-05-28 18:31:50,None,Delivered
ORD-002362,WH-03,UPS Ground,2024-05-25 11:49:36,2024-05-26 11:49:36,None,Delivered
ORD-002364,WH-07,DHL Supply Chain,2024-05-25 04:33:51,2024-06-03 04:33:51,Traffic & Vehicle Breakdown,Delayed
ORD-002365,WH-02,UPS Ground,2024-05-24 18:26:12,2024-05-25 18:26:12,None,Delivered
ORD-002366,WH-04,FedEx Express,2024-05-26 02:42:43,2024-05-27 02:42:43,None,Delivered
ORD-002367,WH-06,DHL Supply Chain,2024-05-25 09:45:59,2024-05-27 09:45:59,None,Delivered
ORD-002368,WH-06,DHL Supply Chain,2024-05-25 03:39:09,2024-05-27 03:39:09,None,Delivered
ORD-002369,WH-06,UPS Ground,2024-05-25 12:04:19,2024-05-27 12:04:19,None,Delivered
ORD-002370,WH-06,FedEx Express,2024-05-24 16:19:57,2024-05-26 16:19:57,None,Delivered
ORD-002371,WH-04,USPS Priority,2024-05-25 11:04:43,2024-05-27 11:04:43,None,Delivered
ORD-002372,WH-08,Amazon Logistics,2024-05-26 00:37:03,2024-05-29 00:37:03,None,Delivered
ORD-002373,WH-05,UPS Ground,2024-05-25 07:08:02,2024-05-26 07:08:02,None,Delivered
ORD-002374,WH-08,USPS Priority,2024-05-26 00:21:36,2024-05-27 00:21:36,None,Delivered
ORD-002375,WH-01,DHL Supply Chain,2024-05-25 15:09:19,2024-05-27 15:09:19,None,Delivered
ORD-002376,WH-01,USPS Priority,2024-05-25 00:21:24,2024-05-28 00:21:24,None,Delivered
ORD-002377,WH-04,Amazon Logistics,2024-05-26 01:17:43,2024-05-29 01:17:43,None,Delivered
ORD-002378,WH-03,FedEx Express,2024-05-26 03:46:37,2024-05-29 03:46:37,None,Delivered
ORD-002380,WH-01,DHL Supply Chain,2024-05-25 13:08:07,2024-05-26 13:08:07,None,Delivered
ORD-002381,WH-03,FedEx Express,2024-05-25 07:51:00,2024-05-27 07:51:00,None,Delivered
ORD-002382,WH-06,UPS Ground,2024-05-27 04:17:50,2024-05-31 04:17:50,Traffic & Vehicle Breakdown,Delayed
ORD-002383,WH-01,Amazon Logistics,2024-05-26 12:50:07,2024-05-28 12:50:07,None,Delivered
ORD-002384,WH-01,UPS Ground,2024-05-25 14:02:56,2024-05-28 14:02:56,None,Delivered
ORD-002385,WH-02,DHL Supply Chain,2024-05-25 21:18:40,2024-05-30 21:18:40,Incorrect Address,Delayed
ORD-002386,WH-04,DHL Supply Chain,2024-05-26 02:50:04,2024-05-27 02:50:04,None,Delivered
ORD-002387,WH-08,USPS Priority,2024-05-26 14:17:40,2024-05-27 14:17:40,None,Delivered
ORD-002388,WH-02,FedEx Express,2024-05-26 11:18:50,2024-05-27 11:18:50,None,Delivered
ORD-002389,WH-04,FedEx Express,2024-05-27 07:30:51,2024-05-30 07:30:51,None,Delivered
ORD-002390,WH-04,UPS Ground,2024-05-27 03:54:50,2024-05-28 03:54:50,None,Delivered
ORD-002391,WH-03,Amazon Logistics,2024-05-27 05:03:21,2024-05-30 05:03:21,None,Delivered
ORD-002392,WH-03,USPS Priority,2024-05-26 00:16:47,2024-06-01 00:16:47,Customs Delay,Delayed
ORD-002393,WH-01,DHL Supply Chain,2024-05-27 02:56:25,2024-06-01 02:56:25,Traffic & Vehicle Breakdown,Delayed
ORD-002394,WH-01,FedEx Express,2024-05-26 01:54:04,2024-05-27 01:54:04,None,Delivered
ORD-002396,WH-03,Amazon Logistics,2024-05-27 12:47:01,2024-05-29 12:47:01,None,Delivered
ORD-002397,WH-08,DHL Supply Chain,2024-05-26 22:36:49,2024-05-27 22:36:49,None,Delivered
ORD-002398,WH-06,FedEx Express,2024-05-27 02:37:06,2024-05-29 02:37:06,None,Delivered
ORD-002399,WH-08,DHL Supply Chain,2024-05-27 18:49:26,2024-05-29 18:49:26,None,Delivered
ORD-002401,WH-03,DHL Supply Chain,2024-05-27 22:53:43,2024-05-28 22:53:43,None,Delivered
ORD-002402,WH-07,FedEx Express,2024-05-27 00:03:36,2024-05-30 00:03:36,None,Delivered
ORD-002403,WH-01,FedEx Express,2024-05-26 18:37:03,2024-05-27 18:37:03,None,Delivered
ORD-002405,WH-07,FedEx Express,2024-05-28 04:19:00,2024-05-30 04:19:00,None,Delivered
ORD-002406,WH-05,Amazon Logistics,2024-05-27 20:02:27,2024-05-29 20:02:27,None,Delivered
ORD-002407,WH-06,DHL Supply Chain,2024-05-27 02:29:40,2024-05-29 02:29:40,None,Delivered
ORD-002408,WH-08,UPS Ground,2024-05-27 21:19:17,2024-06-04 21:19:17,Traffic & Vehicle Breakdown,Delayed
ORD-002409,WH-01,USPS Priority,2024-05-28 14:50:54,2024-05-30 14:50:54,None,Delivered
ORD-002410,WH-08,Amazon Logistics,2024-05-27 07:37:56,2024-05-29 07:37:56,None,Delivered
ORD-002411,WH-06,FedEx Express,2024-05-27 10:49:15,2024-05-28 10:49:15,None,Delivered
ORD-002412,WH-08,DHL Supply Chain,2024-05-28 12:12:00,2024-05-30 12:12:00,None,Delivered
ORD-002413,WH-08,DHL Supply Chain,2024-05-28 08:44:58,2024-05-31 08:44:58,None,Delivered
ORD-002414,WH-05,UPS Ground,2024-05-27 01:55:16,2024-05-30 01:55:16,None,Delivered
ORD-002415,WH-05,USPS Priority,2024-05-28 04:00:26,2024-05-30 04:00:26,None,Delivered
ORD-002416,WH-08,FedEx Express,2024-05-27 05:19:45,2024-05-28 05:19:45,None,Delivered
ORD-002417,WH-03,Amazon Logistics,2024-05-28 22:12:54,2024-05-31 22:12:54,None,Delivered
ORD-002418,WH-08,FedEx Express,2024-05-27 17:20:00,2024-05-28 17:20:00,None,Delivered
ORD-002419,WH-07,Amazon Logistics,2024-05-28 17:42:43,2024-06-05 17:42:43,Customs Delay,Delayed
ORD-002420,WH-03,UPS Ground,2024-05-28 10:59:49,2024-05-29 10:59:49,None,Delivered
ORD-002421,WH-07,FedEx Express,2024-05-28 04:07:22,2024-06-01 04:07:22,Weather Disruption,Delayed
ORD-002422,WH-06,UPS Ground,2024-05-28 02:38:03,2024-05-29 02:38:03,None,Delivered
ORD-002423,WH-07,USPS Priority,2024-05-27 18:07:58,2024-05-30 18:07:58,None,Delivered
ORD-002424,WH-07,DHL Supply Chain,2024-05-29 02:48:35,2024-05-30 02:48:35,None,Delivered
ORD-002425,WH-02,FedEx Express,2024-05-29 16:45:59,2024-06-01 16:45:59,None,Delivered
ORD-002426,WH-07,USPS Priority,2024-05-28 22:19:25,2024-05-30 22:19:25,None,Delivered
ORD-002427,WH-06,DHL Supply Chain,2024-05-29 15:43:11,2024-06-05 15:43:11,Incorrect Address,Delayed
ORD-002428,WH-04,DHL Supply Chain,2024-05-28 08:18:02,2024-05-30 08:18:02,None,Delivered
ORD-002429,WH-03,USPS Priority,2024-05-29 14:08:12,2024-05-30 14:08:12,None,Delivered
ORD-002431,WH-06,UPS Ground,2024-05-30 03:21:39,2024-05-31 03:21:39,None,Delivered
ORD-002432,WH-07,UPS Ground,2024-05-28 13:08:14,2024-06-05 13:08:14,Weather Disruption,Delayed
ORD-002433,WH-05,UPS Ground,2024-05-30 00:46:19,2024-06-06 00:46:19,Weather Disruption,Delayed
ORD-002434,WH-02,Amazon Logistics,2024-05-29 20:00:36,2024-06-06 20:00:36,Traffic & Vehicle Breakdown,Delayed
ORD-002435,WH-08,Amazon Logistics,2024-05-28 20:36:39,2024-05-29 20:36:39,None,Delivered
ORD-002436,WH-08,FedEx Express,2024-05-29 20:34:47,2024-06-01 20:34:47,None,Delivered
ORD-002437,WH-01,USPS Priority,2024-05-30 00:51:50,2024-05-31 00:51:50,None,Delivered
ORD-002438,WH-05,DHL Supply Chain,2024-05-29 09:20:43,2024-06-01 09:20:43,None,Delivered
ORD-002439,WH-06,DHL Supply Chain,2024-05-30 02:55:32,2024-06-01 02:55:32,None,Delivered
ORD-002440,WH-03,Amazon Logistics,2024-05-30 17:36:35,2024-06-01 17:36:35,None,Delivered
ORD-002441,WH-02,DHL Supply Chain,2024-05-30 18:48:38,2024-06-03 18:48:38,Weather Disruption,Delayed
ORD-002442,WH-01,UPS Ground,2024-05-30 14:02:34,2024-05-31 14:02:34,None,Delivered
ORD-002443,WH-08,DHL Supply Chain,2024-05-29 06:03:41,2024-05-31 06:03:41,None,Delivered
ORD-002444,WH-06,Amazon Logistics,2024-05-29 06:25:01,2024-05-30 06:25:01,None,Delivered
ORD-002445,WH-06,DHL Supply Chain,2024-05-29 09:11:16,2024-06-01 09:11:16,None,Delivered
ORD-002446,WH-05,FedEx Express,2024-05-30 18:14:42,2024-06-02 18:14:42,None,Delivered
ORD-002447,WH-04,USPS Priority,2024-05-31 01:17:42,2024-06-01 01:17:42,None,Delivered
ORD-002448,WH-02,Amazon Logistics,2024-05-29 06:35:33,2024-05-30 06:35:33,None,Delivered
ORD-002449,WH-08,FedEx Express,2024-05-30 07:42:59,2024-06-02 07:42:59,None,Delivered
ORD-002450,WH-08,FedEx Express,2024-05-30 01:55:08,2024-06-02 01:55:08,None,Delivered
ORD-002451,WH-06,DHL Supply Chain,2024-05-31 02:29:32,2024-06-03 02:29:32,None,Delivered
ORD-002452,WH-07,Amazon Logistics,2024-05-30 06:38:36,2024-06-02 06:38:36,None,Delivered
ORD-002453,WH-08,FedEx Express,2024-05-30 06:17:46,2024-05-31 06:17:46,None,Delivered
ORD-002454,WH-06,USPS Priority,2024-05-29 20:37:13,2024-06-01 20:37:13,None,Delivered
ORD-002455,WH-05,USPS Priority,2024-05-31 05:39:41,2024-06-01 05:39:41,None,Delivered
ORD-002456,WH-05,Amazon Logistics,2024-05-29 19:49:26,2024-05-30 19:49:26,None,Delivered
ORD-002457,WH-06,FedEx Express,2024-05-30 09:36:17,2024-05-31 09:36:17,None,Delivered
ORD-002459,WH-06,USPS Priority,2024-05-30 02:59:19,2024-05-31 02:59:19,None,Delivered
ORD-002460,WH-04,UPS Ground,2024-05-31 06:54:28,2024-06-03 06:54:28,None,Delivered
ORD-002461,WH-04,UPS Ground,2024-05-31 07:01:11,2024-06-02 07:01:11,None,Delivered
ORD-002462,WH-08,FedEx Express,2024-05-31 03:05:18,2024-06-03 03:05:18,None,Delivered
ORD-002463,WH-07,UPS Ground,2024-05-30 03:17:18,2024-06-01 03:17:18,None,Delivered
ORD-002464,WH-06,DHL Supply Chain,2024-05-31 11:27:53,2024-06-02 11:27:53,None,Delivered
ORD-002465,WH-05,DHL Supply Chain,2024-05-31 19:01:57,2024-06-02 19:01:57,None,Delivered
ORD-002466,WH-05,FedEx Express,2024-05-31 20:37:42,2024-06-03 20:37:42,None,Delivered
ORD-002467,WH-02,DHL Supply Chain,2024-05-30 23:18:25,2024-06-02 23:18:25,None,Delivered
ORD-002468,WH-01,FedEx Express,2024-05-31 18:12:37,2024-06-10 18:12:37,Warehouse Bottleneck,Delayed
ORD-002469,WH-07,FedEx Express,2024-05-30 22:15:35,2024-05-31 22:15:35,None,Delivered
ORD-002470,WH-06,FedEx Express,2024-05-31 18:31:33,2024-06-02 18:31:33,None,Delivered
ORD-002471,WH-01,Amazon Logistics,2024-06-01 03:03:37,2024-06-04 03:03:37,None,Delivered
ORD-002472,WH-07,UPS Ground,2024-05-31 04:20:17,2024-06-02 04:20:17,None,Delivered
ORD-002473,WH-04,Amazon Logistics,2024-05-31 11:36:00,2024-06-02 11:36:00,None,Delivered
ORD-002474,WH-02,DHL Supply Chain,2024-05-30 22:13:02,2024-05-31 22:13:02,None,Delivered
ORD-002475,WH-01,DHL Supply Chain,2024-06-01 12:37:24,2024-06-04 12:37:24,None,Delivered
ORD-002476,WH-02,UPS Ground,2024-06-01 02:38:30,2024-06-04 02:38:30,None,Delivered
ORD-002477,WH-07,DHL Supply Chain,2024-06-01 03:08:46,2024-06-04 03:08:46,None,Delivered
ORD-002478,WH-06,DHL Supply Chain,2024-06-01 09:40:11,2024-06-02 09:40:11,None,Delivered
ORD-002479,WH-02,DHL Supply Chain,2024-05-31 13:49:51,2024-06-03 13:49:51,None,Delivered
ORD-002480,WH-07,FedEx Express,2024-05-31 05:59:31,2024-06-01 05:59:31,None,Delivered
ORD-002481,WH-01,FedEx Express,2024-06-01 17:49:47,2024-06-04 17:49:47,None,Delivered
ORD-002482,WH-04,UPS Ground,2024-06-01 17:00:10,2024-06-04 17:00:10,None,Delivered
ORD-002483,WH-01,UPS Ground,2024-05-31 03:06:31,2024-06-01 03:06:31,None,Delivered
ORD-002484,WH-07,UPS Ground,2024-05-31 17:55:43,2024-06-03 17:55:43,None,Delivered
ORD-002485,WH-08,FedEx Express,2024-06-01 20:41:16,2024-06-02 20:41:16,None,Delivered
ORD-002486,WH-06,DHL Supply Chain,2024-06-01 02:05:48,2024-06-02 02:05:48,None,Delivered
ORD-002487,WH-08,USPS Priority,2024-06-01 19:20:11,2024-06-04 19:20:11,None,Delivered
ORD-002488,WH-03,Amazon Logistics,2024-05-31 13:53:52,2024-06-02 13:53:52,None,Delivered
ORD-002489,WH-08,UPS Ground,2024-06-02 05:30:39,2024-06-05 05:30:39,None,Delivered
ORD-002490,WH-05,USPS Priority,2024-06-01 14:35:00,2024-06-02 14:35:00,None,Delivered
ORD-002491,WH-05,UPS Ground,2024-05-31 22:18:00,2024-06-02 22:18:00,None,Delivered
ORD-002492,WH-02,DHL Supply Chain,2024-06-01 17:33:37,2024-06-03 17:33:37,None,Delivered
ORD-002493,WH-08,Amazon Logistics,2024-05-31 23:23:28,2024-06-07 23:23:28,Weather Disruption,Delayed
ORD-002494,WH-08,DHL Supply Chain,2024-06-01 00:03:08,2024-06-04 00:03:08,None,Delivered
ORD-002495,WH-01,Amazon Logistics,2024-06-01 07:08:54,2024-06-02 07:08:54,None,Delivered
ORD-002496,WH-03,DHL Supply Chain,2024-06-01 18:28:48,2024-06-03 18:28:48,None,Delivered
ORD-002497,WH-08,Amazon Logistics,2024-06-02 07:57:08,2024-06-05 07:57:08,None,Delivered
ORD-002498,WH-08,FedEx Express,2024-06-02 02:57:34,2024-06-04 02:57:34,None,Delivered
ORD-002499,WH-06,USPS Priority,2024-06-02 10:43:18,2024-06-09 10:43:18,Warehouse Bottleneck,Delayed
ORD-002500,WH-02,FedEx Express,2024-06-01 22:43:24,2024-06-02 22:43:24,None,Delivered
ORD-002501,WH-03,UPS Ground,2024-06-02 22:15:04,2024-06-03 22:15:04,None,Delivered
ORD-002502,WH-07,DHL Supply Chain,2024-06-01 09:57:32,2024-06-04 09:57:32,None,Delivered
ORD-002503,WH-07,FedEx Express,2024-06-01 23:54:55,2024-06-03 23:54:55,None,Delivered
ORD-002504,WH-02,DHL Supply Chain,2024-06-03 10:52:32,2024-06-05 10:52:32,None,Delivered
ORD-002505,WH-07,FedEx Express,2024-06-02 10:07:44,2024-06-03 10:07:44,None,Delivered
ORD-002506,WH-02,UPS Ground,2024-06-02 04:25:14,2024-06-05 04:25:14,None,Delivered
ORD-002507,WH-05,FedEx Express,2024-06-02 13:46:47,2024-06-03 13:46:47,None,Delivered
ORD-002508,WH-07,FedEx Express,2024-06-03 15:45:01,2024-06-04 15:45:01,None,Delivered
ORD-002509,WH-02,USPS Priority,2024-06-02 23:57:27,2024-06-04 23:57:27,None,Delivered
ORD-002510,WH-03,Amazon Logistics,2024-06-02 14:26:57,2024-06-03 14:26:57,None,Delivered
ORD-002511,WH-01,FedEx Express,2024-06-03 12:12:24,2024-06-10 12:12:24,Warehouse Bottleneck,Delayed
ORD-002512,WH-05,FedEx Express,2024-06-03 16:58:16,2024-06-09 16:58:16,Customs Delay,Delayed
ORD-002513,WH-02,UPS Ground,2024-06-03 09:28:09,2024-06-12 09:28:09,Customs Delay,Delayed
ORD-002514,WH-08,DHL Supply Chain,2024-06-04 01:57:57,2024-06-05 01:57:57,None,Delivered
ORD-002515,WH-04,FedEx Express,2024-06-02 13:41:42,2024-06-04 13:41:42,None,Delivered
ORD-002516,WH-03,UPS Ground,2024-06-04 06:27:04,2024-06-06 06:27:04,None,Delivered
ORD-002517,WH-02,FedEx Express,2024-06-04 00:47:56,2024-06-07 00:47:56,None,Delivered
ORD-002518,WH-03,UPS Ground,2024-06-03 09:11:00,2024-06-05 09:11:00,None,Delivered
ORD-002521,WH-07,FedEx Express,2024-06-03 05:01:22,2024-06-04 05:01:22,None,Delivered
ORD-002522,WH-03,DHL Supply Chain,2024-06-04 10:34:14,2024-06-12 10:34:14,Weather Disruption,Delayed
ORD-002523,WH-08,FedEx Express,2024-06-04 08:02:33,2024-06-07 08:02:33,None,Delivered
ORD-002524,WH-08,FedEx Express,2024-06-04 09:19:40,2024-06-05 09:19:40,None,Delivered
ORD-002525,WH-07,UPS Ground,2024-06-04 02:44:25,2024-06-13 02:44:25,Warehouse Bottleneck,Delayed
ORD-002526,WH-06,Amazon Logistics,2024-06-04 16:27:13,2024-06-06 16:27:13,None,Delivered
ORD-002527,WH-07,FedEx Express,2024-06-04 04:33:20,2024-06-06 04:33:20,None,Delivered
ORD-002528,WH-06,UPS Ground,2024-06-04 01:04:08,2024-06-08 01:04:08,Customs Delay,Delayed
ORD-002529,WH-03,FedEx Express,2024-06-04 04:22:42,2024-06-05 04:22:42,None,Delivered
ORD-002530,WH-07,FedEx Express,2024-06-04 12:57:27,2024-06-06 12:57:27,None,Delivered
ORD-002531,WH-05,DHL Supply Chain,2024-06-04 11:25:34,2024-06-07 11:25:34,None,Delivered
ORD-002532,WH-05,USPS Priority,2024-06-04 02:26:19,2024-06-05 02:26:19,None,Delivered
ORD-002533,WH-05,USPS Priority,2024-06-04 20:08:07,2024-06-06 20:08:07,None,Delivered
ORD-002534,WH-03,DHL Supply Chain,2024-06-03 18:22:52,2024-06-06 18:22:52,None,Delivered
ORD-002535,WH-04,Amazon Logistics,2024-06-05 15:29:27,2024-06-08 15:29:27,None,Delivered
ORD-002536,WH-08,UPS Ground,2024-06-04 01:32:02,2024-06-05 01:32:02,None,Delivered
ORD-002537,WH-04,Amazon Logistics,2024-06-04 10:17:39,2024-06-05 10:17:39,None,Delivered
ORD-002538,WH-07,UPS Ground,2024-06-05 00:18:38,2024-06-07 00:18:38,None,Delivered
ORD-002539,WH-03,UPS Ground,2024-06-05 05:09:45,2024-06-08 05:09:45,None,Delivered
ORD-002540,WH-08,DHL Supply Chain,2024-06-05 11:15:49,2024-06-07 11:15:49,None,Delivered
ORD-002541,WH-06,Amazon Logistics,2024-06-04 12:53:22,2024-06-07 12:53:22,None,Delivered
ORD-002542,WH-08,DHL Supply Chain,2024-06-05 02:11:31,2024-06-08 02:11:31,None,Delivered
ORD-002543,WH-04,UPS Ground,2024-06-04 11:11:56,2024-06-11 11:11:56,Traffic & Vehicle Breakdown,Delayed
ORD-002544,WH-04,Amazon Logistics,2024-06-04 19:12:06,2024-06-05 19:12:06,None,Delivered
ORD-002545,WH-01,UPS Ground,2024-06-05 05:17:01,2024-06-08 05:17:01,None,Delivered
ORD-002546,WH-04,DHL Supply Chain,2024-06-04 17:56:39,2024-06-07 17:56:39,None,Delivered
ORD-002547,WH-06,DHL Supply Chain,2024-06-05 23:38:37,2024-06-07 23:38:37,None,Delivered
