customer_id,signup_date,age,gender,country,city,customer_type,loyalty_status,acquisition_channel
CUST-00673,2026-01-13,50,Prefer Not to Say,United States,Phoenix,B2C Individual,Silver,Direct Market
CUST-00674,2025-11-15,35,Male,United Kingdom,Edinburgh,B2B Small Business,Silver,Organic Search
CUST-00675,2025-06-13,66,Male,United Kingdom,London,B2C Individual,Platinum,Paid Search
CUST-00676,2024-10-13,58,Male,Japan,Nagoya,B2C Individual,Gold,Social Media
CUST-00677,2024-03-20,26,Female,United States,Chicago,B2B Small Business,Bronze,Email Referral
CUST-00678,2025-01-27,40,Male,United States,New York,Corporate Account,Bronze,Paid Search
CUST-00679,2026-01-12,27,Male,Japan,Tokyo,B2B Small Business,Silver,Email Referral
CUST-00680,2024-06-26,36,Female,Australia,Perth,B2C Individual,Bronze,Organic Search
CUST-00681,2024-04-11,64,Female,Australia,Perth,B2C Individual,Gold,Social Media
CUST-00682,2025-09-14,22,Male,United States,Houston,B2C Individual,Silver,Paid Search
CUST-00683,2026-02-02,64,Male,United States,Los Angeles,B2C Individual,Bronze,Organic Search
CUST-00684,2024-04-25,69,Female,Germany,Munich,B2C Individual,Silver,Paid Search
CUST-00685,2024-03-24,40,Female,France,Lyon,B2C Individual,Silver,Email Referral
CUST-00686,2024-08-23,47,Female,Germany,Munich,B2C Individual,Gold,Direct Market
CUST-00687,2024-08-19,42,Female,Germany,Munich,Corporate Account,Bronze,Paid Search
CUST-00688,2025-04-16,45,Male,United States,Phoenix,B2C Individual,Platinum,Email Referral
CUST-00689,2024-05-12,51,Female,Canada,Montreal,B2C Individual,Silver,Paid Search
CUST-00690,2025-01-20,62,Female,United States,Los Angeles,B2C Individual,Gold,Social Media
CUST-00691,2024-07-03,65,Female,United States,Chicago,B2C Individual,Bronze,Organic Search
CUST-00692,2025-10-08,64,Male,United Kingdom,Edinburgh,B2C Individual,Silver,Social Media
CUST-00693,2024-12-16,42,Female,United Kingdom,London,B2B Small Business,Silver,Organic Search
CUST-00694,2026-03-22,27,Female,United States,Los Angeles,B2C Individual,Silver,Organic Search
CUST-00695,2025-08-13,31,Male,United States,Houston,B2C Individual,Gold,Social Media
CUST-00696,2025-11-30,59,Female,Germany,Frankfurt,B2C Individual,Silver,Email Referral
CUST-00697,2025-11-18,63,Female,United States,Los Angeles,B2C Individual,Gold,Social Media
CUST-00698,2025-04-06,47,Female,Germany,Berlin,B2C Individual,Bronze,Direct Market
CUST-00699,2025-10-28,58,Female,United States,New York,B2C Individual,Gold,Email Referral
CUST-00700,2025-04-19,42,Female,United Kingdom,Manchester,B2C Individual,Bronze,Organic Search
CUST-00701,2024-04-03,31,Female,United Kingdom,Edinburgh,B2B Small Business,Gold,Paid Search
CUST-00702,2024-06-03,52,Male,United States,Los Angeles,B2C Individual,Platinum,Social Media
CUST-00703,2024-11-18,69,Male,United States,Phoenix,B2C Individual,Bronze,Direct Market
CUST-00704,2024-11-23,65,Male,United States,New York,B2B Small Business,Silver,Direct Market
CUST-00705,2025-02-15,51,Female,United States,Los Angeles,B2C Individual,Silver,Email Referral
CUST-00706,2024-05-06,27,Female,Japan,Osaka,Corporate Account,Bronze,Social Media
CUST-00707,2024-08-31,52,Female,United States,Phoenix,B2C Individual,Silver,Email Referral
CUST-00708,2025-01-07,28,Female,Australia,Sydney,B2C Individual,Bronze,Organic Search
CUST-00709,2024-09-27,28,Female,United States,Phoenix,B2C Individual,Gold,Organic Search
CUST-00710,2024-04-26,38,Prefer Not to Say,Canada,Toronto,B2C Individual,Gold,Social Media
CUST-00711,2024-08-31,38,Male,Canada,Toronto,B2C Individual,Gold,Email Referral
CUST-00712,2024-01-05,39,Female,Germany,Frankfurt,B2C Individual,Silver,Direct Market
CUST-00713,2025-09-26,62,Male,United Kingdom,Manchester,B2C Individual,Gold,Paid Search
CUST-00714,2025-11-30,24,Female,United Kingdom,London,B2C Individual,Bronze,Email Referral
CUST-00715,2025-12-30,34,Female,United States,Houston,Corporate Account,Silver,Email Referral
CUST-00716,2025-03-28,19,Female,France,Marseille,B2B Small Business,Silver,Social Media
CUST-00717,2024-02-20,29,Male,Australia,Perth,B2C Individual,Platinum,Paid Search
CUST-00718,2024-12-25,59,Male,Japan,Osaka,B2B Small Business,Gold,Social Media
CUST-00719,2025-03-23,35,Female,United States,New York,Corporate Account,Silver,Social Media
CUST-00720,2025-03-15,28,Female,Canada,Calgary,B2C Individual,Gold,Social Media
CUST-00721,2025-12-06,33,Male,France,Paris,B2C Individual,Bronze,Social Media
CUST-00722,2024-04-20,66,Female,United States,Houston,B2B Small Business,Gold,Email Referral
CUST-00723,2024-12-28,68,Male,United States,Houston,B2C Individual,Silver,Organic Search
CUST-00724,2025-02-14,35,Female,Canada,Montreal,B2C Individual,Bronze,Paid Search
CUST-00725,2024-11-03,52,Female,Germany,Berlin,B2C Individual,Silver,Social Media
CUST-00726,2025-10-22,43,Female,Australia,Perth,B2C Individual,Silver,Organic Search
CUST-00727,2024-06-27,33,Non-Binary,United States,Los Angeles,B2B Small Business,Silver,Direct Market
CUST-00728,2024-12-15,23,Female,Canada,Montreal,B2C Individual,Silver,Organic Search
CUST-00729,2024-08-19,61,Female,United States,Houston,Corporate Account,Silver,Paid Search
CUST-00730,2025-02-16,60,Male,United States,Los Angeles,B2B Small Business,Gold,Email Referral
CUST-00731,2024-08-08,64,Male,United States,New York,B2C Individual,Platinum,Organic Search
CUST-00732,2024-04-20,64,Male,Australia,Brisbane,B2C Individual,Bronze,Email Referral
CUST-00733,2024-04-02,65,Female,Germany,Frankfurt,B2C Individual,Regular,Social Media
CUST-00734,2024-09-14,59,Male,United Kingdom,Birmingham,B2C Individual,Silver,Organic Search
CUST-00735,2025-04-22,29,Male,United States,Los Angeles,B2C Individual,Gold,Direct Market
CUST-00736,2025-03-24,30,Male,Australia,Sydney,B2B Small Business,Silver,Organic Search
CUST-00737,2025-11-13,21,Male,United States,New York,B2C Individual,Bronze,Paid Search
CUST-00738,2024-07-12,56,Male,Australia,Sydney,B2C Individual,Bronze,Organic Search
CUST-00739,2025-12-29,19,Female,United Kingdom,London,B2C Individual,Gold,Organic Search
CUST-00740,2025-04-17,43,Female,United States,Houston,Corporate Account,Silver,Email Referral
CUST-00741,2025-09-17,44,Female,United Kingdom,Manchester,B2C Individual,Gold,Email Referral
CUST-00742,2025-02-26,44,Female,United States,Chicago,B2B Small Business,Silver,Organic Search
CUST-00743,2026-02-16,32,Male,Canada,Calgary,B2C Individual,Bronze,Social Media
CUST-00744,2026-02-06,25,Female,United Kingdom,Birmingham,B2C Individual,Bronze,Email Referral
CUST-00745,2025-11-11,24,Male,United States,New York,B2C Individual,Gold,Email Referral
CUST-00746,2024-05-04,64,Male,France,Paris,B2C Individual,Bronze,Paid Search
CUST-00747,2024-03-02,63,Female,United States,Houston,B2C Individual,Gold,Email Referral
CUST-00748,2025-11-02,57,Male,United Kingdom,Birmingham,B2C Individual,Bronze,Paid Search
CUST-00749,2025-05-15,29,Female,France,Lyon,B2C Individual,Gold,Social Media
CUST-00750,2025-01-23,30,Male,Germany,Frankfurt,B2C Individual,Bronze,Direct Market
CUST-00751,2024-02-10,60,Female,United States,Phoenix,B2C Individual,Bronze,Organic Search
CUST-00752,2024-05-21,34,Female,France,Lyon,B2B Small Business,Silver,Organic Search
CUST-00753,2024-12-21,34,Male,Germany,Hamburg,B2C Individual,Silver,Paid Search
CUST-00754,2024-02-02,53,Female,United States,Houston,B2C Individual,Bronze,Organic Search
CUST-00755,2025-02-22,38,Male,United States,Los Angeles,Corporate Account,Platinum,Organic Search
CUST-00756,2024-03-03,25,Female,Canada,Calgary,B2B Small Business,Bronze,Social Media
CUST-00757,2024-09-29,22,Male,Germany,Frankfurt,Corporate Account,Silver,Paid Search
CUST-00758,2025-12-31,43,Female,United Kingdom,Manchester,B2C Individual,Bronze,Paid Search
CUST-00759,2026-03-17,33,Female,France,Lyon,B2B Small Business,Bronze,Paid Search
CUST-00760,2025-11-17,53,Male,Canada,Calgary,B2C Individual,Silver,Organic Search
CUST-00761,2025-03-08,45,Female,United States,Chicago,B2C Individual,Bronze,Paid Search
CUST-00762,2024-10-08,46,Female,United States,Chicago,B2B Small Business,Gold,Social Media
CUST-00763,2025-11-08,64,Female,United States,Phoenix,B2C Individual,Bronze,Organic Search
CUST-00764,2026-02-02,29,Female,Canada,Montreal,B2C Individual,Gold,Direct Market
CUST-00765,2024-05-21,54,Male,United States,Houston,B2C Individual,Bronze,Paid Search
CUST-00766,2025-12-31,47,Female,Germany,Munich,B2B Small Business,Bronze,Direct Market
CUST-00767,2025-06-24,40,Male,Canada,Toronto,B2C Individual,Bronze,Organic Search
CUST-00768,2025-09-26,33,Male,Australia,Melbourne,B2C Individual,Gold,Email Referral
CUST-00769,2025-06-01,31,Prefer Not to Say,United States,Houston,B2C Individual,Silver,Social Media
CUST-00770,2025-05-13,27,Female,Australia,Melbourne,B2C Individual,Gold,Email Referral
CUST-00771,2024-06-11,24,Male,United States,New York,B2B Small Business,Silver,Social Media
CUST-00772,2024-09-06,62,Male,Australia,Melbourne,B2C Individual,Gold,Direct Market
CUST-00773,2025-05-27,69,Female,United States,Phoenix,B2C Individual,Silver,Social Media
CUST-00774,2025-10-01,54,Male,United States,Houston,B2B Small Business,Bronze,Email Referral
CUST-00775,2026-02-08,46,Male,Canada,Montreal,B2C Individual,Bronze,Email Referral
CUST-00776,2025-03-23,20,Male,United States,Phoenix,B2C Individual,Silver,Social Media
CUST-00777,2025-09-14,32,Female,United States,Phoenix,B2B Small Business,Silver,Paid Search
CUST-00778,2024-02-27,53,Female,Canada,Toronto,B2C Individual,Bronze,Organic Search
CUST-00779,2025-12-07,64,Male,Canada,Vancouver,B2C Individual,Gold,Email Referral
CUST-00780,2024-05-16,63,Female,Germany,Frankfurt,B2C Individual,Silver,Paid Search
CUST-00781,2025-05-03,69,Male,Canada,Toronto,B2B Small Business,Silver,Social Media
CUST-00782,2025-01-27,36,Female,United Kingdom,London,B2B Small Business,Bronze,Organic Search
CUST-00783,2025-05-17,30,Prefer Not to Say,United States,Los Angeles,Corporate Account,Silver,Paid Search
CUST-00784,2024-06-29,59,Female,United States,Houston,B2B Small Business,Bronze,Social Media
CUST-00785,2025-09-19,38,Female,United States,Phoenix,B2B Small Business,Bronze,Social Media
CUST-00786,2026-03-10,54,Female,France,Lyon,B2B Small Business,Gold,Paid Search
CUST-00787,2024-01-02,44,Female,Germany,Berlin,B2C Individual,Bronze,Organic Search
CUST-00788,2025-12-18,69,Female,United Kingdom,London,B2C Individual,Bronze,Paid Search
CUST-00789,2025-10-03,46,Female,United Kingdom,Birmingham,B2C Individual,Bronze,Social Media
CUST-00790,2024-03-25,37,Male,France,Paris,B2C Individual,Silver,Organic Search
CUST-00791,2024-10-18,42,Male,United States,Chicago,B2C Individual,Bronze,Social Media
CUST-00792,2026-03-16,23,Female,Germany,Berlin,B2C Individual,Bronze,Social Media
CUST-00793,2025-07-16,53,Female,United Kingdom,London,B2C Individual,Silver,Direct Market
CUST-00794,2026-02-13,19,Male,Germany,Frankfurt,B2C Individual,Silver,Organic Search
CUST-00795,2025-11-17,39,Male,United States,Houston,B2B Small Business,Regular,Organic Search
CUST-00796,2024-03-21,49,Female,Australia,Brisbane,Corporate Account,Bronze,Paid Search
CUST-00797,2024-11-12,33,Female,France,Marseille,B2B Small Business,Bronze,Paid Search
CUST-00798,2025-02-18,35,Female,Germany,Berlin,B2B Small Business,Silver,Organic Search
CUST-00799,2024-07-22,22,Female,Canada,Vancouver,B2C Individual,Bronze,Email Referral
CUST-00800,2025-03-23,53,Female,France,Marseille,B2C Individual,Gold,Paid Search
CUST-00801,2025-11-11,47,Female,Canada,Calgary,B2C Individual,Silver,Paid Search
CUST-00802,2026-01-22,62,Female,United States,Houston,B2C Individual,Bronze,Paid Search
CUST-00803,2024-07-07,36,Female,Germany,Berlin,B2C Individual,Gold,Email Referral
CUST-00804,2024-02-14,40,Female,Germany,Munich,B2C Individual,Bronze,Organic Search
CUST-00805,2025-01-06,51,Male,United Kingdom,Birmingham,B2C Individual,Regular,Organic Search
CUST-00806,2024-09-03,30,Male,Canada,Vancouver,B2C Individual,Gold,Organic Search
CUST-00807,2025-04-27,60,Non-Binary,France,Paris,Corporate Account,Silver,Social Media
CUST-00808,2024-01-22,46,Male,France,Marseille,B2C Individual,Bronze,Email Referral
CUST-00809,2025-09-25,53,Male,United Kingdom,Manchester,B2C Individual,Bronze,Paid Search
CUST-00810,2024-05-24,39,Female,United States,Phoenix,B2C Individual,Bronze,Organic Search
CUST-00811,2024-12-15,69,Female,Japan,Tokyo,B2C Individual,Bronze,Organic Search
CUST-00812,2024-06-25,69,Male,Australia,Sydney,B2C Individual,Silver,Social Media
CUST-00813,2025-12-17,64,Male,United States,Chicago,B2C Individual,Platinum,Organic Search
CUST-00814,2024-07-01,53,Male,France,Paris,B2C Individual,Silver,Email Referral
CUST-00815,2024-08-27,26,Female,Australia,Sydney,Corporate Account,Silver,Organic Search
CUST-00816,2026-02-13,56,Male,United Kingdom,Manchester,B2C Individual,Silver,Organic Search
CUST-00817,2025-03-29,68,Male,Germany,Berlin,B2B Small Business,Gold,Organic Search
CUST-00818,2026-03-01,36,Male,United States,Chicago,B2B Small Business,Bronze,Email Referral
CUST-00819,2025-02-28,55,Female,United States,Houston,B2C Individual,Silver,Social Media
CUST-00820,2025-10-07,23,Male,United States,Chicago,B2C Individual,Gold,Direct Market
CUST-00821,2026-01-19,69,Male,Australia,Perth,B2C Individual,Gold,Paid Search
CUST-00822,2026-01-03,64,Female,United States,Houston,B2C Individual,Platinum,Organic Search
CUST-00823,2025-01-13,32,Non-Binary,United States,Phoenix,B2C Individual,Gold,Social Media
CUST-00824,2025-12-10,37,Female,United States,Los Angeles,B2C Individual,Bronze,Paid Search
CUST-00825,2024-08-12,26,Prefer Not to Say,United Kingdom,London,B2C Individual,Silver,Social Media
CUST-00826,2025-08-18,49,Female,France,Marseille,B2B Small Business,Bronze,Paid Search
CUST-00827,2024-10-23,21,Male,United States,New York,B2B Small Business,Silver,Organic Search
CUST-00828,2026-02-28,67,Female,United States,New York,Corporate Account,Silver,Organic Search
CUST-00829,2024-07-31,35,Male,Canada,Montreal,B2C Individual,Silver,Social Media
CUST-00830,2024-04-18,22,Female,United Kingdom,Birmingham,Corporate Account,Platinum,Paid Search
CUST-00831,2025-03-05,37,Male,United States,Chicago,B2C Individual,Silver,Email Referral
CUST-00832,2025-10-06,40,Male,United Kingdom,Birmingham,B2C Individual,Bronze,Paid Search
CUST-00833,2025-06-11,28,Female,United States,Los Angeles,B2B Small Business,Bronze,Email Referral
CUST-00834,2026-02-27,54,Male,United States,Phoenix,B2C Individual,Gold,Paid Search
CUST-00835,2025-02-19,39,Female,United Kingdom,Manchester,B2C Individual,Bronze,Organic Search
CUST-00836,2024-01-04,21,Male,United Kingdom,Edinburgh,B2C Individual,Bronze,Direct Market
CUST-00837,2025-03-15,46,Male,France,Lyon,B2C Individual,Bronze,Paid Search
CUST-00838,2025-04-08,61,Female,United States,Phoenix,B2C Individual,Silver,Social Media
CUST-00839,2026-01-30,51,Female,Germany,Berlin,B2C Individual,Bronze,Social Media
CUST-00840,2024-08-18,30,Female,Germany,Hamburg,B2C Individual,Platinum,Paid Search
CUST-00841,2025-11-24,59,Male,United States,Los Angeles,B2C Individual,Regular,Social Media
CUST-00842,2026-01-22,26,Female,Germany,Frankfurt,Corporate Account,Regular,Email Referral
CUST-00843,2025-06-20,59,Female,United States,Phoenix,B2C Individual,Bronze,Paid Search
CUST-00844,2025-05-31,48,Female,Japan,Tokyo,B2C Individual,Platinum,Social Media
CUST-00845,2025-08-08,24,Male,United States,Phoenix,Corporate Account,Regular,Email Referral
CUST-00846,2025-12-08,21,Female,United Kingdom,London,B2C Individual,Platinum,Organic Search
CUST-00847,2025-05-14,36,Female,United States,Phoenix,B2C Individual,Silver,Paid Search
CUST-00848,2024-10-20,59,Female,Japan,Osaka,B2C Individual,Gold,Organic Search
CUST-00849,2025-01-05,47,Female,United Kingdom,Birmingham,B2C Individual,Bronze,Social Media
CUST-00850,2025-08-17,48,Female,Germany,Berlin,B2C Individual,Gold,Email Referral
CUST-00851,2024-12-28,52,Male,United States,Phoenix,B2C Individual,Bronze,Social Media
CUST-00852,2025-09-30,38,Male,Canada,Montreal,B2C Individual,Bronze,Organic Search
CUST-00853,2024-03-08,48,Female,United States,Phoenix,B2C Individual,Regular,Paid Search
CUST-00854,2025-05-09,36,Male,France,Marseille,B2C Individual,Silver,Email Referral
CUST-00855,2026-01-04,48,Male,United States,Chicago,Corporate Account,Bronze,Paid Search
CUST-00856,2025-08-15,49,Male,United States,Houston,B2C Individual,Regular,Email Referral
CUST-00857,2025-08-22,19,Male,United States,Houston,Corporate Account,Regular,Email Referral
CUST-00858,2024-08-24,69,Female,United Kingdom,Edinburgh,Corporate Account,Bronze,Organic Search
CUST-00859,2026-02-08,27,Female,Germany,Munich,B2C Individual,Gold,Organic Search
CUST-00860,2024-02-27,19,Female,United States,Chicago,B2C Individual,Bronze,Paid Search
CUST-00861,2024-07-15,19,Male,Canada,Calgary,B2B Small Business,Bronze,Social Media
CUST-00862,2026-02-19,41,Female,United Kingdom,Edinburgh,B2B Small Business,Bronze,Email Referral
CUST-00863,2025-05-30,34,Female,United Kingdom,London,B2C Individual,Bronze,Social Media
CUST-00864,2024-06-04,49,Non-Binary,United Kingdom,Edinburgh,Corporate Account,Bronze,Paid Search
CUST-00865,2025-11-14,33,Female,United Kingdom,London,B2C Individual,Bronze,Organic Search
CUST-00866,2024-06-03,33,Male,Germany,Hamburg,B2C Individual,Platinum,Email Referral
CUST-00867,2026-03-28,63,Female,United States,New York,B2C Individual,Silver,Organic Search
CUST-00868,2025-12-10,56,Non-Binary,United States,Houston,B2C Individual,Platinum,Social Media
CUST-00869,2024-01-24,48,Female,Australia,Melbourne,B2C Individual,Gold,Organic Search
CUST-00870,2024-08-11,60,Female,France,Marseille,B2C Individual,Bronze,Organic Search
CUST-00871,2025-09-28,41,Male,United States,Los Angeles,B2C Individual,Platinum,Organic Search
CUST-00872,2024-08-27,18,Female,United States,Chicago,B2C Individual,Platinum,Organic Search
CUST-00873,2024-04-26,28,Female,Germany,Frankfurt,B2B Small Business,Bronze,Social Media
CUST-00874,2025-12-30,38,Male,United Kingdom,Birmingham,B2B Small Business,Bronze,Organic Search
CUST-00875,2025-02-15,21,Female,United States,Phoenix,B2C Individual,Gold,Direct Market
CUST-00876,2025-06-09,24,Male,United States,Phoenix,B2C Individual,Gold,Social Media
CUST-00877,2025-09-09,43,Male,Canada,Toronto,B2C Individual,Platinum,Paid Search
CUST-00878,2024-05-04,64,Male,Germany,Hamburg,B2C Individual,Bronze,Paid Search
CUST-00879,2025-05-25,67,Male,United States,Los Angeles,B2C Individual,Bronze,Social Media
CUST-00880,2025-08-13,29,Female,United States,Chicago,B2C Individual,Silver,Organic Search
CUST-00881,2025-05-06,48,Male,United States,New York,B2B Small Business,Silver,Direct Market
CUST-00882,2026-01-28,34,Male,Canada,Calgary,B2B Small Business,Bronze,Social Media
CUST-00883,2024-02-25,50,Female,United States,Chicago,B2C Individual,Bronze,Organic Search
CUST-00884,2024-04-16,28,Female,United States,New York,B2C Individual,Silver,Social Media
CUST-00885,2024-12-30,45,Female,Canada,Vancouver,B2C Individual,Gold,Paid Search
CUST-00886,2025-03-22,49,Male,United States,Houston,B2C Individual,Bronze,Organic Search
CUST-00887,2024-12-19,18,Female,Germany,Hamburg,B2C Individual,Silver,Direct Market
CUST-00888,2024-05-20,64,Male,United States,Chicago,B2C Individual,Gold,Organic Search
CUST-00889,2025-11-05,45,Female,United States,Los Angeles,B2C Individual,Regular,Social Media
CUST-00890,2024-06-01,59,Male,United States,Phoenix,B2B Small Business,Bronze,Direct Market
CUST-00891,2024-06-05,24,Female,Canada,Montreal,B2C Individual,Bronze,Organic Search
CUST-00892,2025-11-20,19,Male,Australia,Melbourne,B2B Small Business,Platinum,Organic Search
CUST-00893,2024-09-15,59,Female,Australia,Melbourne,B2B Small Business,Bronze,Organic Search
CUST-00894,2025-04-10,41,Female,United States,Houston,Corporate Account,Gold,Organic Search
CUST-00895,2024-02-14,21,Male,Germany,Munich,B2C Individual,Silver,Organic Search
CUST-00896,2024-03-12,61,Male,United States,Los Angeles,B2C Individual,Bronze,Email Referral
CUST-00897,2025-05-18,36,Female,United States,Los Angeles,B2C Individual,Silver,Email Referral
CUST-00898,2024-03-28,43,Non-Binary,France,Lyon,B2C Individual,Silver,Social Media
CUST-00899,2025-03-31,28,Female,United States,Los Angeles,B2C Individual,Silver,Paid Search
CUST-00900,2025-07-10,57,Male,United States,Los Angeles,B2C Individual,Bronze,Email Referral
CUST-00901,2025-08-05,67,Male,United States,Los Angeles,B2C Individual,Regular,Paid Search
CUST-00902,2025-10-31,60,Female,United States,Los Angeles,B2C Individual,Silver,Paid Search
CUST-00903,2024-08-14,28,Female,United States,Phoenix,B2B Small Business,Silver,Paid Search
CUST-00904,2025-01-14,62,Female,Germany,Hamburg,B2C Individual,Platinum,Organic Search
CUST-00905,2025-10-02,20,Female,United Kingdom,Manchester,B2C Individual,Silver,Direct Market
CUST-00906,2024-10-06,29,Female,France,Paris,B2C Individual,Gold,Social Media
CUST-00907,2024-09-21,20,Female,Australia,Sydney,B2B Small Business,Regular,Social Media
CUST-00908,2024-09-28,59,Male,United States,New York,B2C Individual,Bronze,Social Media
CUST-00909,2024-05-02,44,Male,United States,Houston,B2C Individual,Silver,Social Media
CUST-00910,2025-08-17,66,Female,United States,Phoenix,B2C Individual,Platinum,Organic Search
CUST-00911,2025-01-09,19,Male,Germany,Berlin,B2C Individual,Bronze,Paid Search
CUST-00912,2026-02-12,66,Male,United States,Phoenix,B2C Individual,Bronze,Email Referral
CUST-00913,2024-08-10,33,Male,Germany,Berlin,B2C Individual,Platinum,Organic Search
CUST-00914,2024-12-26,19,Male,United Kingdom,Edinburgh,B2C Individual,Gold,Direct Market
CUST-00915,2025-12-17,47,Female,Germany,Hamburg,B2C Individual,Regular,Paid Search
CUST-00916,2025-01-29,37,Female,United Kingdom,Birmingham,B2C Individual,Bronze,Organic Search
CUST-00917,2025-12-14,55,Female,United States,Houston,Corporate Account,Bronze,Paid Search
CUST-00918,2025-01-31,45,Male,France,Marseille,Corporate Account,Bronze,Email Referral
CUST-00919,2024-01-15,42,Female,Canada,Montreal,B2C Individual,Silver,Paid Search
CUST-00920,2025-12-23,49,Male,United States,Houston,B2C Individual,Silver,Social Media
CUST-00921,2025-03-22,27,Female,Australia,Melbourne,B2C Individual,Bronze,Paid Search
CUST-00922,2024-09-02,59,Female,United Kingdom,Birmingham,B2C Individual,Bronze,Social Media
CUST-00923,2024-04-24,57,Male,France,Lyon,B2C Individual,Silver,Organic Search
CUST-00924,2025-11-17,50,Female,Canada,Vancouver,B2C Individual,Silver,Organic Search
CUST-00925,2025-06-20,30,Female,United Kingdom,Manchester,B2C Individual,Bronze,Organic Search
CUST-00926,2025-04-09,58,Male,United States,New York,B2C Individual,Platinum,Organic Search
CUST-00927,2025-10-21,59,Female,United States,Phoenix,B2C Individual,Bronze,Organic Search
CUST-00928,2025-01-23,64,Male,United Kingdom,Edinburgh,B2C Individual,Gold,Social Media
CUST-00929,2025-12-10,54,Male,Germany,Frankfurt,B2C Individual,Platinum,Paid Search
CUST-00930,2025-04-14,33,Female,United States,Phoenix,B2C Individual,Silver,Organic Search
CUST-00931,2024-11-05,62,Female,United States,New York,B2C Individual,Bronze,Organic Search
CUST-00932,2025-08-20,39,Female,Australia,Brisbane,B2C Individual,Bronze,Organic Search
CUST-00933,2026-01-20,37,Male,Japan,Osaka,B2C Individual,Platinum,Paid Search
CUST-00934,2024-06-14,67,Male,United Kingdom,Manchester,B2C Individual,Bronze,Organic Search
CUST-00935,2025-01-03,60,Female,United States,Houston,B2C Individual,Gold,Paid Search
CUST-00936,2025-08-15,44,Male,United States,New York,B2C Individual,Regular,Paid Search
CUST-00937,2025-07-11,58,Female,United States,Phoenix,B2C Individual,Regular,Social Media
CUST-00938,2025-04-04,33,Female,France,Lyon,B2C Individual,Silver,Social Media
CUST-00939,2025-04-03,51,Female,United States,Chicago,B2C Individual,Gold,Organic Search
CUST-00940,2024-02-04,49,Female,Germany,Berlin,B2C Individual,Regular,Organic Search
CUST-00941,2025-09-06,43,Male,United States,New York,B2B Small Business,Bronze,Organic Search
CUST-00942,2025-03-02,42,Male,Germany,Munich,Corporate Account,Bronze,Organic Search
CUST-00943,2024-01-13,19,Male,Germany,Frankfurt,B2C Individual,Bronze,Organic Search
CUST-00944,2024-03-17,29,Female,Australia,Sydney,Corporate Account,Bronze,Email Referral
CUST-00945,2026-02-10,57,Female,United States,Chicago,B2C Individual,Gold,Organic Search
CUST-00946,2025-03-20,26,Female,United States,Chicago,B2C Individual,Silver,Direct Market
CUST-00947,2024-12-23,29,Female,United States,Phoenix,B2C Individual,Gold,Organic Search
CUST-00948,2025-07-01,43,Non-Binary,France,Lyon,B2B Small Business,Gold,Email Referral
CUST-00949,2024-12-06,26,Male,Australia,Melbourne,B2C Individual,Silver,Social Media
CUST-00950,2024-10-22,27,Male,Germany,Hamburg,B2B Small Business,Silver,Paid Search
CUST-00951,2025-01-24,49,Male,Germany,Munich,B2C Individual,Bronze,Paid Search
CUST-00952,2024-07-31,51,Female,Germany,Hamburg,B2C Individual,Gold,Social Media
CUST-00953,2024-05-30,65,Male,United States,Houston,B2C Individual,Silver,Email Referral
CUST-00954,2024-03-02,37,Female,France,Marseille,B2C Individual,Silver,Paid Search
CUST-00955,2025-04-24,56,Female,United Kingdom,Birmingham,B2C Individual,Bronze,Organic Search
CUST-00956,2025-11-15,19,Female,United States,Chicago,B2C Individual,Platinum,Paid Search
CUST-00957,2024-02-21,18,Female,United Kingdom,Manchester,B2C Individual,Platinum,Organic Search
CUST-00958,2025-07-20,68,Male,United States,Houston,B2C Individual,Silver,Direct Market
CUST-00959,2024-07-23,53,Male,United States,Houston,B2C Individual,Silver,Social Media
CUST-00960,2024-05-20,41,Female,Canada,Vancouver,B2B Small Business,Gold,Organic Search
CUST-00961,2025-04-03,44,Male,United States,Houston,B2C Individual,Bronze,Organic Search
CUST-00962,2025-05-22,19,Male,Germany,Hamburg,B2C Individual,Bronze,Organic Search
CUST-00963,2025-10-07,48,Female,United States,Chicago,B2C Individual,Silver,Email Referral
CUST-00964,2024-09-29,31,Male,United States,Houston,B2C Individual,Bronze,Direct Market
CUST-00965,2024-11-07,19,Female,United States,Chicago,B2B Small Business,Silver,Organic Search
CUST-00966,2024-07-24,46,Female,United States,Houston,B2B Small Business,Silver,Paid Search
CUST-00967,2025-07-22,32,Male,Canada,Vancouver,B2C Individual,Bronze,Direct Market
CUST-00968,2026-02-18,29,Female,United States,Phoenix,B2C Individual,Bronze,Organic Search
CUST-00969,2025-02-27,54,Male,Germany,Munich,B2B Small Business,Bronze,Organic Search
CUST-00970,2024-09-12,45,Female,United Kingdom,Manchester,B2B Small Business,Bronze,Paid Search
CUST-00971,2025-02-03,37,Male,Germany,Berlin,B2B Small Business,Silver,Organic Search
CUST-00972,2026-01-18,56,Female,France,Marseille,B2B Small Business,Silver,Organic Search
CUST-00973,2025-04-03,41,Male,Canada,Montreal,B2C Individual,Regular,Direct Market
CUST-00974,2025-06-10,38,Male,United States,Los Angeles,B2C Individual,Bronze,Social Media
CUST-00975,2024-06-27,27,Male,United States,Phoenix,B2C Individual,Gold,Paid Search
CUST-00976,2025-12-28,63,Male,United States,Houston,B2C Individual,Bronze,Paid Search
CUST-00977,2024-04-26,31,Male,Germany,Frankfurt,B2C Individual,Silver,Social Media
CUST-00978,2024-08-06,54,Female,United States,Los Angeles,B2C Individual,Silver,Paid Search
