transaction_id,customer_id,transaction_amount,payment_gateway,device_type,location,transaction_status
TXN-0005382,CUST-01834,157.52,Square,Desktop MacOS,APAC-East,Approved
TXN-0005383,CUST-00569,150.03,Stripe,Mobile iOS,US-West,Approved
TXN-0005384,CUST-02469,42.63,PayPal Gateway,Mobile iOS,US-East,Approved
TXN-0005385,CUST-02490,43.85,Authorize.Net,Mobile Android,APAC-East,Approved
TXN-0005386,CUST-00207,1747.95,Authorize.Net,Desktop Windows,US-East,Flagged_Fraud
TXN-0005387,CUST-02947,79.77,Authorize.Net,Desktop MacOS,APAC-East,Approved
TXN-0005388,CUST-00120,24.66,Adyen,Mobile iOS,EU-Central,Approved
TXN-0005389,CUST-02663,208.95,PayPal Gateway,Desktop MacOS,EU-Central,Approved
TXN-0005390,CUST-02715,174.31,Square,Tablet,APAC-East,Approved
TXN-0005391,CUST-02635,82.26,Square,Desktop MacOS,LATAM-South,Approved
TXN-0005392,CUST-00351,69.28,Authorize.Net,Mobile Android,US-West,Approved
TXN-0005393,CUST-01784,231.56,Adyen,Mobile Android,APAC-East,Approved
TXN-0005394,CUST-00320,34.91,Stripe,Mobile Android,LATAM-South,Approved
TXN-0005395,CUST-02634,12.36,Authorize.Net,Tablet,LATAM-South,Approved
TXN-0005396,CUST-00023,74.04,PayPal Gateway,Mobile iOS,APAC-East,Approved
TXN-0005397,CUST-00835,254.33,Square,Desktop MacOS,LATAM-South,Approved
TXN-0005398,CUST-02070,19.97,Square,Mobile Android,US-West,Approved
TXN-0005399,CUST-01610,307.12,Square,Desktop Windows,LATAM-South,Approved
TXN-0005400,CUST-00897,35.3,Stripe,Tablet,APAC-East,Approved
TXN-0005401,CUST-01015,52.71,Square,Mobile Android,APAC-East,Approved
TXN-0005402,CUST-00402,227.83,PayPal Gateway,Mobile iOS,APAC-East,Approved
TXN-0005403,CUST-00613,117.67,Authorize.Net,Mobile Android,US-East,Approved
TXN-0005404,CUST-01720,61.83,Square,Tablet,US-West,Approved
TXN-0005405,CUST-02058,569.19,PayPal Gateway,Mobile Android,APAC-East,Approved
TXN-0005406,CUST-01016,33.05,Authorize.Net,Mobile iOS,EU-Central,Approved
TXN-0005407,CUST-02844,109.25,Square,Mobile Android,US-West,Declined
TXN-0005408,CUST-02610,45.19,Stripe,Mobile Android,US-East,Approved
TXN-0005409,CUST-02903,62.76,Square,Desktop MacOS,APAC-East,Approved
TXN-0005410,CUST-01023,19.54,PayPal Gateway,Mobile Android,LATAM-South,Approved
TXN-0005411,CUST-01706,18.15,Adyen,Desktop Windows,LATAM-South,Approved
TXN-0005412,CUST-02553,60.61,Adyen,Mobile Android,LATAM-South,Declined
TXN-0005413,CUST-03398,23.07,PayPal Gateway,Mobile Android,US-West,Approved
TXN-0005414,CUST-01891,13.19,Stripe,Mobile iOS,EU-Central,Approved
TXN-0005415,CUST-00850,364.63,PayPal Gateway,Desktop MacOS,LATAM-South,Approved
TXN-0005416,CUST-02263,13.73,Stripe,Tablet,US-East,Approved
TXN-0005417,CUST-00152,50.85,PayPal Gateway,Desktop Windows,US-East,Approved
TXN-0005418,CUST-00534,82.19,Square,Tablet,LATAM-South,Approved
TXN-0005419,CUST-00056,12.88,PayPal Gateway,Mobile iOS,LATAM-South,Approved
TXN-0005420,CUST-02843,53.13,Authorize.Net,Mobile iOS,EU-Central,Approved
TXN-0005421,CUST-00979,4498.62,Authorize.Net,Mobile iOS,EU-Central,Flagged_Fraud
TXN-0005422,CUST-01251,155.93,PayPal Gateway,Desktop Windows,US-West,Approved
TXN-0005423,CUST-00611,36.93,Square,Desktop Windows,EU-Central,Approved
TXN-0005424,CUST-00230,43.51,Square,Desktop MacOS,LATAM-South,Approved
TXN-0005425,CUST-02061,38.93,Authorize.Net,Tablet,US-West,Approved
TXN-0005426,CUST-02878,15.83,PayPal Gateway,Tablet,US-East,Approved
TXN-0005427,CUST-02942,3719.5,Authorize.Net,Desktop MacOS,US-West,Flagged_Fraud
TXN-0005428,CUST-01294,14.99,Square,Desktop MacOS,EU-Central,Approved
TXN-0005429,CUST-02687,167.78,Adyen,Desktop MacOS,APAC-East,Approved
TXN-0005430,CUST-01241,77.37,Square,Tablet,LATAM-South,Approved
TXN-0005431,CUST-00935,4165.27,Adyen,Tablet,US-East,Flagged_Fraud
TXN-0005432,CUST-01231,75.35,Square,Mobile Android,LATAM-South,Approved
TXN-0005433,CUST-00431,266.48,Stripe,Mobile iOS,EU-Central,Approved
TXN-0005434,CUST-01706,57.8,Authorize.Net,Mobile Android,EU-Central,Approved
TXN-0005435,CUST-01953,107.76,Square,Desktop MacOS,APAC-East,Approved
TXN-0005436,CUST-00435,54.32,Square,Mobile iOS,LATAM-South,Approved
TXN-0005437,CUST-01792,169.98,PayPal Gateway,Mobile iOS,EU-Central,Approved
TXN-0005438,CUST-01019,135.05,Square,Desktop MacOS,APAC-East,Approved
TXN-0005439,CUST-02836,142.12,PayPal Gateway,Mobile iOS,EU-Central,Approved
TXN-0005440,CUST-01633,138.27,Stripe,Mobile Android,EU-Central,Approved
TXN-0005441,CUST-00254,114.24,Square,Mobile iOS,EU-Central,Approved
TXN-0005442,CUST-02458,108.07,Adyen,Desktop Windows,US-East,Approved
TXN-0005443,CUST-00725,51.36,Stripe,Desktop Windows,LATAM-South,Approved
TXN-0005444,CUST-02216,44.8,PayPal Gateway,Mobile iOS,EU-Central,Approved
TXN-0005445,CUST-02001,33.69,Authorize.Net,Desktop Windows,APAC-East,Approved
TXN-0005446,CUST-01723,124.12,Stripe,Desktop MacOS,US-West,Approved
TXN-0005447,CUST-00343,187.26,Stripe,Tablet,LATAM-South,Approved
TXN-0005448,CUST-02648,201.47,PayPal Gateway,Mobile Android,US-East,Approved
TXN-0005449,CUST-03303,29.36,Stripe,Mobile Android,EU-Central,Approved
TXN-0005450,CUST-00665,87.33,Adyen,Mobile iOS,APAC-East,Approved
TXN-0005451,CUST-02365,196.55,PayPal Gateway,Mobile iOS,APAC-East,Approved
TXN-0005452,CUST-00951,55.79,Square,Mobile iOS,EU-Central,Approved
TXN-0005453,CUST-02819,47.17,Adyen,Mobile iOS,EU-Central,Approved
TXN-0005454,CUST-00641,114.06,Stripe,Tablet,US-West,Approved
TXN-0005455,CUST-00240,52.01,Adyen,Tablet,US-West,Approved
TXN-0005456,CUST-02102,22.24,Square,Mobile Android,EU-Central,Approved
TXN-0005457,CUST-01809,73.1,Square,Desktop Windows,EU-Central,Approved
TXN-0005458,CUST-02568,39.95,Square,Mobile Android,LATAM-South,Approved
TXN-0005459,CUST-01185,150.15,Stripe,Mobile Android,EU-Central,Approved
TXN-0005460,CUST-00398,39.18,Stripe,Mobile iOS,APAC-East,Approved
TXN-0005461,CUST-01803,265.17,Adyen,Desktop MacOS,APAC-East,Approved
TXN-0005462,CUST-00015,124.01,Authorize.Net,Mobile iOS,US-East,Approved
TXN-0005463,CUST-01141,67.56,Adyen,Tablet,APAC-East,Declined
TXN-0005464,CUST-00752,11.52,Square,Tablet,EU-Central,Approved
TXN-0005465,CUST-03052,101.38,Square,Mobile iOS,EU-Central,Approved
TXN-0005466,CUST-00164,495.52,Stripe,Tablet,US-East,Approved
TXN-0005467,CUST-01477,571.78,Authorize.Net,Desktop Windows,LATAM-South,Approved
TXN-0005468,CUST-01001,40.24,Square,Tablet,EU-Central,Approved
TXN-0005469,CUST-01299,25.3,Square,Desktop Windows,APAC-East,Approved
TXN-0005470,CUST-00981,2419.6,Adyen,Mobile iOS,LATAM-South,Flagged_Fraud
TXN-0005471,CUST-01360,113.39,PayPal Gateway,Mobile Android,APAC-East,Approved
TXN-0005472,CUST-01604,68.21,Square,Desktop MacOS,LATAM-South,Approved
TXN-0005473,CUST-01285,19.51,Stripe,Desktop Windows,APAC-East,Approved
TXN-0005474,CUST-01622,50.86,Stripe,Desktop MacOS,US-West,Approved
TXN-0005475,CUST-02922,45.48,Stripe,Mobile iOS,EU-Central,Declined
TXN-0005476,CUST-00717,172.77,Authorize.Net,Mobile iOS,US-East,Approved
TXN-0005477,CUST-03065,28.08,PayPal Gateway,Desktop Windows,EU-Central,Approved
TXN-0005478,CUST-01642,13.32,Square,Mobile Android,APAC-East,Approved
TXN-0005479,CUST-02197,162.21,Authorize.Net,Desktop MacOS,US-West,Approved
TXN-0005480,CUST-00023,37.32,Stripe,Mobile Android,US-West,Approved
TXN-0005481,CUST-03388,496.56,Authorize.Net,Tablet,EU-Central,Approved
TXN-0005482,CUST-01619,45.26,Square,Mobile Android,APAC-East,Approved
TXN-0005483,CUST-02437,57.74,PayPal Gateway,Desktop Windows,US-West,Approved
TXN-0005484,CUST-03142,40.08,Stripe,Desktop MacOS,EU-Central,Approved
TXN-0005485,CUST-02656,21.29,Adyen,Mobile iOS,LATAM-South,Approved
TXN-0005486,CUST-01425,77.76,Authorize.Net,Tablet,APAC-East,Approved
TXN-0005487,CUST-02888,99.94,Authorize.Net,Mobile iOS,US-West,Approved
TXN-0005488,CUST-00496,21.65,Stripe,Mobile Android,US-West,Approved
TXN-0005489,CUST-02403,275.38,Square,Desktop MacOS,US-West,Declined
TXN-0005490,CUST-00207,216.22,Authorize.Net,Desktop Windows,US-East,Approved
TXN-0005491,CUST-02272,16.36,PayPal Gateway,Mobile iOS,APAC-East,Declined
TXN-0005492,CUST-01493,38.41,Square,Mobile Android,APAC-East,Approved
TXN-0005493,CUST-01692,128.88,Stripe,Tablet,US-East,Approved
TXN-0005494,CUST-02628,4961.75,Authorize.Net,Mobile Android,APAC-East,Chargeback
TXN-0005495,CUST-01615,40.09,PayPal Gateway,Mobile iOS,US-East,Approved
TXN-0005496,CUST-03167,57.23,Stripe,Mobile Android,US-East,Approved
TXN-0005497,CUST-00362,14.81,Adyen,Desktop MacOS,EU-Central,Approved
TXN-0005498,CUST-02402,105.38,Adyen,Desktop MacOS,US-East,Approved
TXN-0005499,CUST-03001,225.09,Adyen,Desktop MacOS,EU-Central,Approved
TXN-0005500,CUST-01082,67.03,Stripe,Desktop MacOS,LATAM-South,Approved
TXN-0005501,CUST-02695,115.79,Stripe,Desktop MacOS,US-West,Approved
TXN-0005502,CUST-00391,234.67,PayPal Gateway,Mobile iOS,APAC-East,Approved
TXN-0005503,CUST-01978,118.47,Authorize.Net,Mobile Android,APAC-East,Approved
TXN-0005504,CUST-00694,1047.69,Stripe,Desktop MacOS,US-East,Approved
TXN-0005505,CUST-00405,18.52,Adyen,Tablet,APAC-East,Approved
TXN-0005506,CUST-03177,87.98,Adyen,Desktop MacOS,US-East,Approved
TXN-0005507,CUST-02385,51.12,Square,Mobile iOS,EU-Central,Approved
TXN-0005508,CUST-03133,284.28,PayPal Gateway,Tablet,APAC-East,Approved
TXN-0005509,CUST-00825,17.37,PayPal Gateway,Mobile iOS,LATAM-South,Declined
TXN-0005510,CUST-02325,107.91,Square,Desktop Windows,APAC-East,Approved
TXN-0005511,CUST-00863,163.25,PayPal Gateway,Tablet,EU-Central,Approved
TXN-0005512,CUST-00626,309.94,PayPal Gateway,Desktop MacOS,APAC-East,Approved
TXN-0005513,CUST-03438,477.96,PayPal Gateway,Mobile iOS,US-East,Declined
TXN-0005514,CUST-01904,15.3,PayPal Gateway,Desktop Windows,LATAM-South,Approved
TXN-0005515,CUST-00644,42.05,Adyen,Mobile Android,EU-Central,Approved
TXN-0005516,CUST-00348,137.16,Authorize.Net,Mobile iOS,EU-Central,Approved
TXN-0005517,CUST-01037,342.37,Stripe,Desktop MacOS,LATAM-South,Approved
TXN-0005518,CUST-02708,107.79,Adyen,Mobile iOS,EU-Central,Approved
TXN-0005519,CUST-01233,76.5,Stripe,Tablet,LATAM-South,Approved
TXN-0005520,CUST-03197,21.27,Stripe,Tablet,US-West,Approved
TXN-0005521,CUST-02488,2186.92,Authorize.Net,Tablet,LATAM-South,Flagged_Fraud
TXN-0005522,CUST-01380,14.62,Adyen,Desktop MacOS,LATAM-South,Approved
TXN-0005523,CUST-02302,25.53,Stripe,Desktop Windows,LATAM-South,Approved
TXN-0005524,CUST-00312,32.09,Stripe,Desktop MacOS,LATAM-South,Declined
TXN-0005525,CUST-03401,45.06,Square,Mobile Android,EU-Central,Approved
TXN-0005526,CUST-03173,427.77,Stripe,Desktop Windows,APAC-East,Approved
TXN-0005527,CUST-02171,147.67,Authorize.Net,Mobile Android,APAC-East,Approved
TXN-0005528,CUST-02544,104.83,Square,Mobile Android,US-East,Approved
TXN-0005529,CUST-01907,775.8,Stripe,Tablet,US-East,Approved
TXN-0005530,CUST-03053,159.17,Square,Mobile iOS,US-West,Approved
TXN-0005531,CUST-01682,24.56,Authorize.Net,Mobile Android,EU-Central,Approved
TXN-0005532,CUST-02855,166.55,Stripe,Tablet,APAC-East,Approved
TXN-0005533,CUST-02783,193.61,Stripe,Mobile iOS,EU-Central,Approved
TXN-0005534,CUST-02088,24.97,Square,Desktop Windows,LATAM-South,Approved
TXN-0005535,CUST-02652,184.68,PayPal Gateway,Desktop Windows,US-West,Approved
TXN-0005536,CUST-00118,73.05,Adyen,Tablet,US-East,Approved
TXN-0005537,CUST-01613,602.61,Authorize.Net,Desktop Windows,US-East,Approved
TXN-0005538,CUST-01969,228.26,PayPal Gateway,Mobile iOS,LATAM-South,Approved
TXN-0005539,CUST-02713,94.57,Authorize.Net,Mobile Android,LATAM-South,Approved
TXN-0005540,CUST-01805,15.43,Square,Mobile Android,US-East,Approved
TXN-0005541,CUST-01975,38.96,Authorize.Net,Tablet,APAC-East,Approved
TXN-0005542,CUST-00282,189.09,Stripe,Mobile iOS,US-West,Approved
TXN-0005543,CUST-01797,194.01,Authorize.Net,Desktop Windows,LATAM-South,Approved
TXN-0005544,CUST-00306,315.99,Stripe,Desktop MacOS,US-West,Approved
TXN-0005545,CUST-03300,25.18,Adyen,Desktop MacOS,US-West,Approved
TXN-0005546,CUST-02051,79.2,Authorize.Net,Mobile Android,APAC-East,Approved
TXN-0005547,CUST-00121,420.79,Adyen,Desktop MacOS,US-West,Approved
TXN-0005548,CUST-02520,77.44,Authorize.Net,Desktop MacOS,US-West,Approved
TXN-0005549,CUST-01300,21.85,Authorize.Net,Mobile iOS,APAC-East,Approved
TXN-0005550,CUST-01481,69.76,Adyen,Mobile iOS,US-West,Approved
TXN-0005551,CUST-00885,239.92,Adyen,Mobile iOS,EU-Central,Declined
TXN-0005552,CUST-00950,100.89,Authorize.Net,Mobile Android,LATAM-South,Declined
TXN-0005553,CUST-00878,137.08,Square,Tablet,APAC-East,Approved
TXN-0005554,CUST-00781,27.41,PayPal Gateway,Desktop Windows,LATAM-South,Approved
TXN-0005555,CUST-03117,279.13,PayPal Gateway,Desktop MacOS,EU-Central,Approved
TXN-0005556,CUST-01072,407.84,Stripe,Desktop Windows,EU-Central,Approved
TXN-0005557,CUST-01368,10.67,Adyen,Desktop MacOS,APAC-East,Approved
TXN-0005558,CUST-02714,74.51,Stripe,Desktop MacOS,APAC-East,Declined
TXN-0005559,CUST-03402,194.08,Adyen,Mobile Android,US-East,Approved
TXN-0005560,CUST-01497,23.83,PayPal Gateway,Desktop MacOS,US-West,Approved
TXN-0005561,CUST-01559,83.02,Stripe,Mobile Android,APAC-East,Approved
TXN-0005562,CUST-01239,200.86,Stripe,Mobile Android,US-West,Approved
TXN-0005563,CUST-03216,33.73,PayPal Gateway,Tablet,APAC-East,Approved
TXN-0005564,CUST-02829,4306.24,Adyen,Desktop Windows,APAC-East,Chargeback
TXN-0005565,CUST-03308,17.75,Stripe,Desktop MacOS,US-East,Approved
TXN-0005566,CUST-01762,23.7,Authorize.Net,Mobile iOS,APAC-East,Approved
TXN-0005567,CUST-01142,229.44,Stripe,Tablet,APAC-East,Approved
TXN-0005568,CUST-01736,130.71,Stripe,Desktop Windows,LATAM-South,Approved
TXN-0005569,CUST-00833,66.76,Stripe,Desktop Windows,APAC-East,Approved
TXN-0005570,CUST-00483,31.74,Stripe,Desktop Windows,APAC-East,Approved
TXN-0005571,CUST-03372,24.07,PayPal Gateway,Mobile Android,US-East,Declined
TXN-0005572,CUST-02632,36.19,Adyen,Mobile iOS,US-East,Approved
TXN-0005573,CUST-01924,107.77,Stripe,Mobile iOS,US-East,Approved
TXN-0005574,CUST-02063,304.73,Adyen,Tablet,EU-Central,Approved
TXN-0005575,CUST-01838,184.82,Square,Mobile Android,LATAM-South,Approved
TXN-0005576,CUST-02112,226.66,Authorize.Net,Desktop MacOS,EU-Central,Approved
TXN-0005577,CUST-01505,83.35,PayPal Gateway,Mobile iOS,US-West,Approved
TXN-0005578,CUST-00672,112.75,PayPal Gateway,Desktop Windows,LATAM-South,Approved
TXN-0005579,CUST-02143,13.03,Authorize.Net,Desktop MacOS,US-East,Declined
TXN-0005580,CUST-02869,31.22,Authorize.Net,Mobile Android,EU-Central,Approved
TXN-0005581,CUST-01854,154.64,PayPal Gateway,Desktop Windows,LATAM-South,Approved
TXN-0005582,CUST-02944,24.81,Square,Tablet,US-East,Approved
TXN-0005583,CUST-02667,114.23,Square,Mobile Android,APAC-East,Approved
TXN-0005584,CUST-00707,257.64,Stripe,Desktop Windows,APAC-East,Approved
TXN-0005585,CUST-00071,138.57,PayPal Gateway,Mobile Android,APAC-East,Approved
TXN-0005586,CUST-01819,126.01,Stripe,Mobile iOS,US-West,Approved
TXN-0005587,CUST-02091,135.86,Stripe,Desktop MacOS,US-East,Approved
TXN-0005588,CUST-00422,100.12,Square,Tablet,LATAM-South,Approved
TXN-0005589,CUST-00428,128.17,Adyen,Tablet,LATAM-South,Approved
TXN-0005590,CUST-00472,97.62,Square,Tablet,EU-Central,Approved
TXN-0005591,CUST-01571,1000.94,PayPal Gateway,Desktop MacOS,US-West,Flagged_Fraud
TXN-0005592,CUST-01846,227.44,Stripe,Mobile Android,US-East,Approved
TXN-0005593,CUST-00287,86.65,Adyen,Mobile Android,US-West,Approved
TXN-0005594,CUST-03346,50.61,Adyen,Desktop Windows,EU-Central,Approved
TXN-0005595,CUST-00019,383.34,Stripe,Mobile Android,US-West,Approved
TXN-0005596,CUST-02196,277.26,PayPal Gateway,Mobile Android,APAC-East,Approved
TXN-0005597,CUST-02323,191.31,Stripe,Tablet,LATAM-South,Approved
TXN-0005598,CUST-01875,53.71,Square,Desktop MacOS,EU-Central,Approved
TXN-0005599,CUST-01852,76.63,Stripe,Tablet,EU-Central,Approved
TXN-0005600,CUST-02035,110.0,Stripe,Mobile Android,EU-Central,Approved
TXN-0005601,CUST-00171,164.95,Authorize.Net,Mobile Android,APAC-East,Approved
TXN-0005602,CUST-00157,209.74,Authorize.Net,Mobile iOS,US-East,Approved
TXN-0005603,CUST-02990,45.18,PayPal Gateway,Mobile Android,APAC-East,Approved
TXN-0005604,CUST-01348,18.84,PayPal Gateway,Desktop MacOS,US-West,Approved
TXN-0005605,CUST-00162,123.71,Square,Mobile iOS,APAC-East,Approved
TXN-0005606,CUST-02993,87.84,Adyen,Tablet,US-West,Approved
TXN-0005607,CUST-01695,163.71,Square,Desktop MacOS,EU-Central,Approved
TXN-0005608,CUST-03311,38.92,Square,Mobile Android,LATAM-South,Approved
TXN-0005609,CUST-01469,164.57,PayPal Gateway,Mobile iOS,APAC-East,Approved
TXN-0005610,CUST-01222,50.2,Authorize.Net,Tablet,US-East,Declined
TXN-0005611,CUST-02773,136.25,Stripe,Desktop MacOS,US-West,Approved
TXN-0005612,CUST-00629,109.43,Authorize.Net,Mobile Android,LATAM-South,Approved
TXN-0005613,CUST-00923,847.0,Stripe,Desktop Windows,US-East,Approved
TXN-0005614,CUST-00017,75.89,PayPal Gateway,Desktop MacOS,LATAM-South,Approved
TXN-0005615,CUST-01435,177.96,Square,Mobile iOS,US-West,Approved
TXN-0005616,CUST-01742,98.76,Square,Desktop MacOS,US-East,Approved
TXN-0005617,CUST-01506,3144.98,PayPal Gateway,Desktop MacOS,EU-Central,Flagged_Fraud
TXN-0005618,CUST-02723,76.62,Square,Desktop MacOS,APAC-East,Approved
TXN-0005619,CUST-01392,32.97,Stripe,Desktop Windows,APAC-East,Approved
TXN-0005620,CUST-02875,231.61,Square,Mobile Android,US-West,Approved
TXN-0005621,CUST-01161,185.27,Square,Desktop Windows,LATAM-South,Approved
TXN-0005622,CUST-02511,58.44,Adyen,Tablet,US-East,Approved
TXN-0005623,CUST-01729,71.28,Square,Mobile iOS,EU-Central,Approved
TXN-0005624,CUST-02917,212.16,Square,Mobile Android,US-West,Approved
TXN-0005625,CUST-00471,241.92,Authorize.Net,Mobile Android,US-West,Approved
TXN-0005626,CUST-02239,45.29,Authorize.Net,Desktop Windows,EU-Central,Approved
TXN-0005627,CUST-02436,61.6,PayPal Gateway,Mobile Android,APAC-East,Approved
TXN-0005628,CUST-03463,63.0,Stripe,Mobile Android,US-East,Approved
TXN-0005629,CUST-02957,186.77,Square,Desktop MacOS,APAC-East,Approved
TXN-0005630,CUST-02241,136.6,Adyen,Mobile Android,EU-Central,Approved
TXN-0005631,CUST-00901,70.12,PayPal Gateway,Mobile Android,US-West,Approved
TXN-0005632,CUST-02418,110.02,Adyen,Mobile Android,EU-Central,Approved
TXN-0005633,CUST-02529,26.73,Authorize.Net,Desktop Windows,US-East,Approved
TXN-0005634,CUST-00255,12.35,Authorize.Net,Desktop MacOS,LATAM-South,Approved
TXN-0005635,CUST-01897,17.19,Authorize.Net,Desktop Windows,US-East,Approved
TXN-0005636,CUST-02711,50.13,PayPal Gateway,Mobile Android,LATAM-South,Approved
TXN-0005637,CUST-02284,101.85,PayPal Gateway,Mobile Android,LATAM-South,Approved
TXN-0005638,CUST-01558,1772.87,Square,Desktop Windows,APAC-East,Declined
TXN-0005639,CUST-02397,375.15,Authorize.Net,Desktop MacOS,US-West,Approved
TXN-0005640,CUST-01890,53.88,Authorize.Net,Desktop Windows,US-West,Approved
TXN-0005641,CUST-01315,164.59,Authorize.Net,Desktop Windows,APAC-East,Approved
TXN-0005642,CUST-00577,20.21,Adyen,Mobile iOS,EU-Central,Approved
TXN-0005643,CUST-00170,251.92,Authorize.Net,Mobile iOS,APAC-East,Approved
TXN-0005644,CUST-03322,198.47,PayPal Gateway,Tablet,US-East,Approved
TXN-0005645,CUST-03006,164.25,Authorize.Net,Desktop MacOS,US-West,Approved
TXN-0005646,CUST-00452,196.22,Authorize.Net,Desktop MacOS,US-West,Approved
TXN-0005647,CUST-01674,10.58,PayPal Gateway,Tablet,EU-Central,Approved
TXN-0005648,CUST-02973,193.58,Stripe,Desktop MacOS,EU-Central,Approved
TXN-0005649,CUST-02067,444.17,PayPal Gateway,Mobile iOS,US-East,Declined
TXN-0005650,CUST-01583,51.76,Square,Mobile Android,US-West,Approved
TXN-0005651,CUST-01747,174.87,Adyen,Mobile Android,APAC-East,Approved
TXN-0005652,CUST-01649,168.63,Square,Mobile iOS,US-West,Approved
TXN-0005653,CUST-01396,65.98,Authorize.Net,Desktop Windows,EU-Central,Approved
TXN-0005654,CUST-00577,31.48,PayPal Gateway,Mobile Android,US-West,Declined
TXN-0005655,CUST-03366,982.13,Square,Tablet,LATAM-South,Declined
TXN-0005656,CUST-01309,52.56,Adyen,Mobile iOS,LATAM-South,Approved
TXN-0005657,CUST-02753,754.33,Stripe,Desktop MacOS,LATAM-South,Approved
TXN-0005658,CUST-02586,87.37,Authorize.Net,Desktop MacOS,US-West,Approved
TXN-0005659,CUST-01878,39.01,PayPal Gateway,Desktop Windows,EU-Central,Approved
TXN-0005660,CUST-02487,178.37,Authorize.Net,Mobile Android,US-East,Approved
TXN-0005661,CUST-01438,2853.16,Stripe,Mobile Android,US-West,Flagged_Fraud
TXN-0005662,CUST-00776,37.64,Authorize.Net,Desktop MacOS,US-East,Approved
TXN-0005663,CUST-02200,11.61,Stripe,Desktop Windows,LATAM-South,Approved
TXN-0005664,CUST-02154,31.06,Stripe,Desktop MacOS,LATAM-South,Approved
TXN-0005665,CUST-01922,197.79,Square,Desktop Windows,US-West,Approved
TXN-0005666,CUST-02682,77.96,PayPal Gateway,Desktop MacOS,EU-Central,Approved
TXN-0005667,CUST-03442,101.42,PayPal Gateway,Mobile iOS,EU-Central,Approved
TXN-0005668,CUST-01035,68.57,Authorize.Net,Mobile iOS,LATAM-South,Approved
TXN-0005669,CUST-00794,59.54,Stripe,Desktop MacOS,EU-Central,Approved
TXN-0005670,CUST-02562,82.97,Authorize.Net,Desktop Windows,LATAM-South,Approved
TXN-0005671,CUST-01395,64.54,Adyen,Desktop MacOS,US-East,Approved
TXN-0005672,CUST-03458,72.87,Stripe,Mobile Android,LATAM-South,Approved
TXN-0005673,CUST-02256,109.77,Square,Mobile iOS,APAC-East,Approved
TXN-0005674,CUST-01423,32.56,Square,Tablet,US-East,Approved
TXN-0005675,CUST-00231,89.33,Stripe,Desktop Windows,US-West,Approved
TXN-0005676,CUST-01730,79.0,PayPal Gateway,Mobile iOS,US-East,Approved
TXN-0005677,CUST-01915,71.46,Authorize.Net,Desktop MacOS,EU-Central,Declined
TXN-0005678,CUST-00269,242.38,PayPal Gateway,Tablet,APAC-East,Approved
TXN-0005679,CUST-01492,243.88,Stripe,Tablet,US-East,Approved
TXN-0005680,CUST-01959,58.55,PayPal Gateway,Tablet,LATAM-South,Approved
TXN-0005681,CUST-00900,294.05,Authorize.Net,Mobile Android,APAC-East,Approved
TXN-0005682,CUST-02061,337.62,PayPal Gateway,Desktop MacOS,US-East,Approved
TXN-0005683,CUST-02049,23.42,PayPal Gateway,Desktop MacOS,US-East,Approved
TXN-0005684,CUST-02329,4623.09,Square,Desktop MacOS,US-East,Chargeback
TXN-0005685,CUST-00594,42.57,PayPal Gateway,Mobile Android,APAC-East,Approved
TXN-0005686,CUST-02533,28.88,PayPal Gateway,Tablet,EU-Central,Approved
TXN-0005687,CUST-03347,132.57,PayPal Gateway,Mobile iOS,US-East,Approved
TXN-0005688,CUST-01155,53.81,PayPal Gateway,Mobile Android,US-East,Approved
TXN-0005689,CUST-02619,197.43,Adyen,Mobile iOS,LATAM-South,Approved
TXN-0005690,CUST-01069,14.73,Stripe,Mobile iOS,LATAM-South,Approved
TXN-0005691,CUST-02276,148.49,Square,Desktop Windows,US-West,Approved
TXN-0005692,CUST-01510,10.15,Authorize.Net,Desktop MacOS,US-East,Approved
TXN-0005693,CUST-00845,188.98,Authorize.Net,Desktop MacOS,US-West,Approved
TXN-0005694,CUST-02098,96.26,Authorize.Net,Desktop MacOS,EU-Central,Approved
TXN-0005695,CUST-02112,116.72,Adyen,Tablet,EU-Central,Approved
TXN-0005696,CUST-01803,72.93,Stripe,Mobile Android,APAC-East,Approved
TXN-0005697,CUST-03220,56.0,PayPal Gateway,Mobile Android,APAC-East,Approved
TXN-0005698,CUST-00607,194.07,PayPal Gateway,Mobile Android,APAC-East,Approved
TXN-0005699,CUST-01193,371.73,Stripe,Tablet,US-West,Approved
TXN-0005700,CUST-02899,195.97,Square,Desktop MacOS,US-West,Approved
TXN-0005701,CUST-02261,1978.62,Authorize.Net,Mobile Android,LATAM-South,Chargeback
TXN-0005702,CUST-01325,28.12,PayPal Gateway,Desktop Windows,US-East,Approved
TXN-0005703,CUST-01225,331.85,Stripe,Mobile iOS,EU-Central,Approved
TXN-0005704,CUST-02983,25.32,PayPal Gateway,Mobile iOS,US-West,Approved
TXN-0005705,CUST-03432,226.1,Stripe,Desktop MacOS,EU-Central,Approved
TXN-0005706,CUST-03392,209.74,PayPal Gateway,Mobile iOS,APAC-East,Approved
TXN-0005707,CUST-03249,60.14,Stripe,Mobile Android,EU-Central,Declined
TXN-0005708,CUST-02450,69.86,Authorize.Net,Desktop Windows,EU-Central,Approved
TXN-0005709,CUST-01590,283.86,Square,Mobile Android,APAC-East,Approved
TXN-0005710,CUST-00272,10.1,Stripe,Mobile iOS,EU-Central,Approved
TXN-0005711,CUST-01399,21.9,Stripe,Desktop MacOS,EU-Central,Approved
