order_id,customer_id,product_id,order_date,quantity,discount,sales_amount,payment_method,order_status
ORD-003199,CUST-00571,PROD-0222,2024-07-11 06:54:46,1,0.1,354.01,Credit Card,Refunded
ORD-003200,CUST-02621,PROD-0192,2024-07-11 08:05:02,1,0.0,194.74,Credit Card,Completed
ORD-003201,CUST-02865,PROD-0194,2024-07-11 09:11:18,1,0.0,137.65,Apple Pay,Completed
ORD-003202,CUST-01950,PROD-0081,2024-07-11 11:53:02,1,0.1,330.8,Credit Card,Cancelled
ORD-003203,CUST-03142,PROD-0041,2024-07-11 13:47:44,1,0.0,273.25,Credit Card,Completed
ORD-003204,CUST-01978,PROD-0114,2024-07-11 15:26:21,1,0.15,755.89,Credit Card,Completed
ORD-003205,CUST-01981,PROD-0020,2024-07-11 17:08:56,1,0.05,335.16,Apple Pay,Completed
ORD-003206,CUST-00447,PROD-0009,2024-07-11 17:10:28,1,0.0,717.7,BNPL (Klarna),Completed
ORD-003207,CUST-00783,PROD-0057,2024-07-11 18:23:07,1,0.1,446.62,PayPal,Completed
ORD-003208,CUST-01281,PROD-0124,2024-07-11 18:30:37,1,0.1,644.03,Apple Pay,Completed
ORD-003209,CUST-02957,PROD-0203,2024-07-11 19:24:37,1,0.1,872.68,Debit Card,Completed
ORD-003210,CUST-00944,PROD-0145,2024-07-11 20:10:03,4,0.05,1475.62,Debit Card,Completed
ORD-003211,CUST-02944,PROD-0078,2024-07-11 20:10:23,2,0.05,1387.76,PayPal,Completed
ORD-003212,CUST-02978,PROD-0210,2024-07-11 20:41:56,2,0.15,674.85,Credit Card,Completed
ORD-003213,CUST-00637,PROD-0018,2024-07-12 00:54:52,4,0.15,1084.74,Credit Card,Completed
ORD-003214,CUST-02974,PROD-0236,2024-07-12 02:28:44,1,0.0,133.74,PayPal,Completed
ORD-003215,CUST-00531,PROD-0242,2024-07-12 03:06:46,1,0.1,868.84,Credit Card,Completed
ORD-003216,CUST-00119,PROD-0063,2024-07-12 07:03:34,1,0.15,533.2,Debit Card,Completed
ORD-003217,CUST-00066,PROD-0200,2024-07-12 07:26:57,1,0.05,28.21,PayPal,Completed
ORD-003218,CUST-02293,PROD-0093,2024-07-12 07:28:49,1,0.05,422.5,Debit Card,Completed
ORD-003219,CUST-02105,PROD-0200,2024-07-12 08:51:28,3,0.05,84.64,Apple Pay,Shipped
ORD-003220,CUST-01068,PROD-0026,2024-07-12 09:25:59,1,0.0,202.9,Debit Card,Completed
ORD-003221,CUST-02572,PROD-0220,2024-07-12 12:03:20,10,0.0,2524.9,Credit Card,Cancelled
ORD-003222,CUST-01914,PROD-0200,2024-07-12 12:16:52,2,0.1,53.46,Credit Card,Completed
ORD-003223,CUST-00424,PROD-0084,2024-07-12 14:12:57,2,0.05,296.48,Credit Card,Completed
ORD-003224,CUST-00395,PROD-0239,2024-07-12 15:14:39,1,0.0,474.28,Credit Card,Completed
ORD-003225,CUST-02498,PROD-0200,2024-07-12 15:15:48,1,0.0,29.7,Credit Card,Completed
ORD-003226,CUST-01281,PROD-0206,2024-07-12 16:27:19,1,0.0,225.02,Credit Card,Completed
ORD-003227,CUST-02041,PROD-0013,2024-07-12 16:27:58,1,0.15,248.29,Credit Card,Completed
ORD-003228,CUST-00954,PROD-0119,2024-07-12 16:45:03,3,0.05,191.8,Credit Card,Completed
ORD-003229,CUST-01820,PROD-0232,2024-07-12 16:50:21,1,0.05,938.91,Debit Card,Completed
ORD-003230,CUST-01860,PROD-0145,2024-07-12 16:57:17,1,0.0,388.32,PayPal,Shipped
ORD-003231,CUST-03433,PROD-0115,2024-07-12 17:47:28,3,0.1,801.06,Credit Card,Completed
ORD-003232,CUST-00763,PROD-0026,2024-07-12 18:50:37,1,0.2,162.32,PayPal,Completed
ORD-003233,CUST-01630,PROD-0134,2024-07-12 19:00:35,2,0.1,238.28,Credit Card,Completed
ORD-003234,CUST-01404,PROD-0081,2024-07-12 19:32:02,2,0.0,735.12,BNPL (Klarna),Shipped
ORD-003235,CUST-00443,PROD-0132,2024-07-12 21:19:11,1,0.1,366.29,Credit Card,Completed
ORD-003236,CUST-03015,PROD-0089,2024-07-12 21:49:52,3,0.0,396.69,Apple Pay,Completed
ORD-003237,CUST-02940,PROD-0007,2024-07-12 21:51:52,4,0.0,4291.0,Credit Card,Completed
ORD-003238,CUST-02582,PROD-0017,2024-07-12 23:17:08,1,0.0,516.12,BNPL (Klarna),Shipped
ORD-003239,CUST-01498,PROD-0086,2024-07-13 00:01:11,1,0.0,711.02,Apple Pay,Completed
ORD-003240,CUST-00157,PROD-0128,2024-07-13 05:14:26,1,0.0,545.24,Credit Card,Completed
ORD-003241,CUST-00089,PROD-0118,2024-07-13 06:29:20,2,0.05,134.52,Debit Card,Completed
ORD-003242,CUST-02250,PROD-0092,2024-07-13 07:40:27,2,0.0,227.1,Credit Card,Completed
ORD-003243,CUST-00980,PROD-0050,2024-07-13 09:18:34,1,0.15,188.03,Credit Card,Completed
ORD-003244,CUST-00462,PROD-0128,2024-07-13 13:09:10,1,0.0,545.24,Credit Card,Completed
ORD-003245,CUST-02757,PROD-0006,2024-07-13 13:11:18,4,0.3,2097.34,Debit Card,Completed
ORD-003246,CUST-02502,PROD-0158,2024-07-13 14:49:25,1,0.0,207.51,Credit Card,Completed
ORD-003247,CUST-00380,PROD-0074,2024-07-13 15:45:38,2,0.05,996.63,Debit Card,Completed
ORD-003248,CUST-00401,PROD-0242,2024-07-14 01:15:12,3,0.0,2896.14,PayPal,Completed
ORD-003249,CUST-01103,PROD-0056,2024-07-14 01:38:20,1,0.05,686.65,Credit Card,Completed
ORD-003250,CUST-00551,PROD-0039,2024-07-14 04:34:47,2,0.2,833.65,Credit Card,Completed
ORD-003251,CUST-02984,PROD-0142,2024-07-14 04:58:46,1,0.1,161.84,Debit Card,Shipped
ORD-003252,CUST-03061,PROD-0054,2024-07-14 07:04:37,5,0.0,2248.4,Credit Card,Completed
ORD-003253,CUST-01410,PROD-0238,2024-07-14 08:47:09,1,0.0,436.65,Credit Card,Completed
ORD-003254,CUST-03026,PROD-0234,2024-07-14 08:55:18,1,0.0,498.24,Debit Card,Cancelled
ORD-003255,CUST-02709,PROD-0022,2024-07-14 11:23:36,1,0.0,444.24,Credit Card,Cancelled
ORD-003256,CUST-03415,PROD-0185,2024-07-14 15:13:42,2,0.15,363.1,Credit Card,Cancelled
ORD-003257,CUST-02951,PROD-0041,2024-07-14 16:56:07,1,0.0,273.25,Apple Pay,Completed
ORD-003258,CUST-00445,PROD-0090,2024-07-14 17:49:51,1,0.0,295.97,Bank Transfer,Completed
ORD-003259,CUST-02100,PROD-0010,2024-07-14 19:20:10,1,0.0,551.47,Apple Pay,Refunded
ORD-003260,CUST-03323,PROD-0002,2024-07-14 19:39:25,1,0.0,79.85,Credit Card,Completed
ORD-003261,CUST-01968,PROD-0195,2024-07-14 19:43:37,2,0.15,563.23,Credit Card,Completed
ORD-003262,CUST-01918,PROD-0048,2024-07-14 20:41:25,1,0.0,442.84,PayPal,Cancelled
ORD-003263,CUST-00329,PROD-0042,2024-07-14 21:42:43,2,0.0,640.1,BNPL (Klarna),Completed
ORD-003264,CUST-01932,PROD-0139,2024-07-14 22:13:40,3,0.1,1638.25,Credit Card,Shipped
ORD-003265,CUST-03422,PROD-0202,2024-07-15 00:16:58,4,0.0,1047.16,Apple Pay,Completed
ORD-003266,CUST-01991,PROD-0140,2024-07-15 02:07:38,2,0.0,1007.12,PayPal,Completed
ORD-003267,CUST-00770,PROD-0142,2024-07-15 02:33:44,1,0.05,170.83,BNPL (Klarna),Completed
ORD-003268,CUST-01483,PROD-0030,2024-07-15 04:23:03,1,0.3,247.49,Credit Card,Completed
ORD-003269,CUST-02546,PROD-0233,2024-07-15 04:38:04,5,0.1,3541.14,Credit Card,Completed
ORD-003270,CUST-00125,PROD-0060,2024-07-15 04:46:38,3,0.2,1279.97,Debit Card,Refunded
ORD-003271,CUST-00204,PROD-0205,2024-07-15 05:04:47,1,0.05,109.34,PayPal,Completed
ORD-003272,CUST-02816,PROD-0158,2024-07-15 05:52:08,4,0.0,830.04,PayPal,Shipped
ORD-003273,CUST-00643,PROD-0038,2024-07-15 05:56:03,3,0.0,598.74,Bank Transfer,Completed
ORD-003274,CUST-01045,PROD-0075,2024-07-15 07:21:14,4,0.1,2601.29,Apple Pay,Shipped
ORD-003275,CUST-00590,PROD-0065,2024-07-15 08:27:25,2,0.0,744.36,Credit Card,Completed
ORD-003276,CUST-01587,PROD-0219,2024-07-15 09:13:11,3,0.0,1786.2,Debit Card,Completed
ORD-003277,CUST-02410,PROD-0175,2024-07-15 09:14:37,3,0.2,672.98,Debit Card,Completed
ORD-003278,CUST-02409,PROD-0039,2024-07-15 09:32:33,1,0.0,521.03,BNPL (Klarna),Completed
ORD-003279,CUST-01140,PROD-0235,2024-07-15 10:42:56,5,0.05,2023.17,Debit Card,Completed
ORD-003280,CUST-00055,PROD-0177,2024-07-15 11:15:40,1,0.1,505.0,PayPal,Shipped
ORD-003281,CUST-02340,PROD-0229,2024-07-15 11:37:10,1,0.1,475.12,Credit Card,Shipped
ORD-003282,CUST-01075,PROD-0073,2024-07-15 12:25:06,2,0.0,1017.64,Debit Card,Completed
ORD-003283,CUST-00842,PROD-0058,2024-07-15 13:29:30,2,0.05,266.47,Credit Card,Completed
ORD-003284,CUST-02833,PROD-0240,2024-07-15 13:37:25,3,0.0,2221.47,Debit Card,Completed
ORD-003285,CUST-02302,PROD-0107,2024-07-15 15:15:13,1,0.05,50.89,Apple Pay,Completed
ORD-003286,CUST-00492,PROD-0218,2024-07-15 18:16:48,1,0.05,117.9,Credit Card,Completed
ORD-003287,CUST-00985,PROD-0089,2024-07-15 19:52:14,1,0.15,112.4,Debit Card,Completed
ORD-003288,CUST-02621,PROD-0017,2024-07-15 20:18:39,1,0.0,516.12,BNPL (Klarna),Completed
ORD-003289,CUST-02907,PROD-0134,2024-07-15 22:35:58,2,0.1,238.28,Credit Card,Completed
ORD-003290,CUST-00993,PROD-0143,2024-07-15 22:39:41,1,0.1,46.22,Credit Card,Completed
ORD-003291,CUST-01995,PROD-0195,2024-07-16 02:12:30,1,0.05,314.74,Debit Card,Completed
ORD-003292,CUST-01933,PROD-0095,2024-07-16 03:14:19,1,0.0,428.96,Apple Pay,Completed
ORD-003293,CUST-00961,PROD-0156,2024-07-16 05:14:49,2,0.0,638.22,Debit Card,Completed
ORD-003294,CUST-01887,PROD-0201,2024-07-16 08:59:00,1,0.1,190.61,Debit Card,Completed
ORD-003295,CUST-02273,PROD-0172,2024-07-16 11:11:30,2,0.3,1248.02,Credit Card,Completed
ORD-003296,CUST-02046,PROD-0243,2024-07-16 11:31:31,1,0.0,265.51,BNPL (Klarna),Completed
ORD-003297,CUST-00103,PROD-0146,2024-07-16 11:51:21,1,0.15,130.36,Credit Card,Completed
ORD-003298,CUST-00970,PROD-0240,2024-07-16 14:03:56,3,0.05,2110.4,Credit Card,Completed
ORD-003299,CUST-01072,PROD-0232,2024-07-16 14:04:32,1,0.15,840.08,Debit Card,Completed
ORD-003300,CUST-00737,PROD-0160,2024-07-16 15:11:52,2,0.0,373.32,Debit Card,Completed
ORD-003301,CUST-01366,PROD-0211,2024-07-16 17:09:02,2,0.1,1782.4,Debit Card,Completed
ORD-003302,CUST-02281,PROD-0197,2024-07-16 17:26:05,2,0.1,944.5,PayPal,Completed
ORD-003303,CUST-00228,PROD-0172,2024-07-16 18:57:56,2,0.1,1604.59,Apple Pay,Completed
ORD-003304,CUST-03055,PROD-0070,2024-07-16 19:04:13,2,0.1,254.36,Credit Card,Completed
ORD-003305,CUST-02570,PROD-0063,2024-07-16 22:28:02,2,0.0,1254.58,Debit Card,Completed
ORD-003306,CUST-01721,PROD-0204,2024-07-16 22:38:26,1,0.05,263.92,Debit Card,Completed
ORD-003307,CUST-01616,PROD-0058,2024-07-16 22:58:07,1,0.0,140.25,Credit Card,Completed
ORD-003308,CUST-02061,PROD-0175,2024-07-16 23:05:00,4,0.0,1121.64,Apple Pay,Completed
ORD-003309,CUST-00445,PROD-0126,2024-07-16 23:08:44,5,0.0,2085.05,Credit Card,Completed
ORD-003310,CUST-02388,PROD-0234,2024-07-16 23:47:30,1,0.0,498.24,Credit Card,Completed
ORD-003311,CUST-01348,PROD-0145,2024-07-17 00:05:02,1,0.05,368.9,Credit Card,Completed
ORD-003312,CUST-01620,PROD-0167,2024-07-17 02:52:38,1,0.05,207.48,Credit Card,Completed
ORD-003313,CUST-00598,PROD-0187,2024-07-17 02:52:44,2,0.0,1275.44,Credit Card,Completed
ORD-003314,CUST-02205,PROD-0135,2024-07-17 04:14:11,1,0.05,346.06,Credit Card,Shipped
ORD-003315,CUST-02704,PROD-0063,2024-07-17 04:33:08,2,0.0,1254.58,PayPal,Completed
ORD-003316,CUST-03051,PROD-0117,2024-07-17 08:17:00,4,0.0,1464.72,Credit Card,Completed
ORD-003317,CUST-03479,PROD-0185,2024-07-17 09:36:30,5,0.1,961.16,Apple Pay,Completed
ORD-003318,CUST-01182,PROD-0203,2024-07-17 09:57:46,1,0.0,969.64,Credit Card,Completed
ORD-003319,CUST-03257,PROD-0162,2024-07-17 12:20:49,5,0.05,4621.94,Debit Card,Completed
ORD-003320,CUST-00798,PROD-0053,2024-07-17 13:29:39,2,0.0,759.62,Credit Card,Completed
ORD-003321,CUST-02539,PROD-0194,2024-07-17 13:55:13,1,0.05,130.77,Credit Card,Completed
ORD-003322,CUST-00835,PROD-0206,2024-07-17 14:40:25,1,0.0,225.02,Credit Card,Completed
ORD-003323,CUST-03000,PROD-0082,2024-07-17 14:52:29,2,0.0,1191.34,Credit Card,Completed
ORD-003324,CUST-02033,PROD-0176,2024-07-17 15:01:00,5,0.0,539.05,Debit Card,Completed
ORD-003325,CUST-00357,PROD-0188,2024-07-17 16:43:08,1,0.1,798.66,Debit Card,Completed
ORD-003326,CUST-02765,PROD-0043,2024-07-17 17:04:49,1,0.0,484.25,Credit Card,Completed
ORD-003327,CUST-02410,PROD-0201,2024-07-17 18:15:30,1,0.0,211.79,PayPal,Completed
ORD-003328,CUST-03296,PROD-0231,2024-07-17 21:03:52,5,0.0,4379.75,Credit Card,Completed
ORD-003329,CUST-03276,PROD-0004,2024-07-17 22:20:35,5,0.0,2624.8,Credit Card,Completed
ORD-003330,CUST-00008,PROD-0240,2024-07-18 01:09:49,1,0.0,740.49,Credit Card,Completed
ORD-003331,CUST-02520,PROD-0206,2024-07-18 03:18:29,1,0.0,225.02,Debit Card,Completed
ORD-003332,CUST-02220,PROD-0075,2024-07-18 03:35:26,4,0.3,2023.22,BNPL (Klarna),Cancelled
ORD-003333,CUST-02144,PROD-0094,2024-07-18 03:45:59,2,0.0,1806.52,Debit Card,Completed
ORD-003334,CUST-02722,PROD-0232,2024-07-18 05:22:19,5,0.0,4941.65,Debit Card,Completed
ORD-003335,CUST-02656,PROD-0107,2024-07-18 07:30:31,3,0.3,112.5,Credit Card,Refunded
ORD-003336,CUST-01330,PROD-0091,2024-07-18 09:04:20,1,0.0,536.3,PayPal,Completed
ORD-003337,CUST-03330,PROD-0093,2024-07-18 10:30:29,2,0.05,845.01,Credit Card,Completed
ORD-003338,CUST-02522,PROD-0180,2024-07-18 14:31:59,1,0.0,476.82,PayPal,Completed
ORD-003339,CUST-01974,PROD-0160,2024-07-18 14:54:59,3,0.15,475.98,Bank Transfer,Completed
ORD-003340,CUST-03372,PROD-0113,2024-07-18 15:47:24,2,0.15,255.19,PayPal,Completed
ORD-003341,CUST-01489,PROD-0222,2024-07-18 16:09:27,5,0.0,1966.7,Debit Card,Completed
ORD-003342,CUST-00614,PROD-0090,2024-07-18 16:48:23,5,0.0,1479.85,Debit Card,Completed
ORD-003343,CUST-00689,PROD-0094,2024-07-18 23:45:24,1,0.0,903.26,Debit Card,Completed
ORD-003344,CUST-00898,PROD-0179,2024-07-19 00:41:42,1,0.2,106.02,Credit Card,Completed
ORD-003345,CUST-01352,PROD-0138,2024-07-19 01:30:24,1,0.0,436.93,PayPal,Completed
ORD-003346,CUST-00110,PROD-0140,2024-07-19 02:17:18,3,0.3,1057.48,Debit Card,Completed
ORD-003347,CUST-00710,PROD-0225,2024-07-19 02:36:29,3,0.1,1293.65,Debit Card,Completed
ORD-003348,CUST-03201,PROD-0226,2024-07-19 04:38:20,5,0.0,3383.85,Credit Card,Completed
ORD-003349,CUST-03013,PROD-0210,2024-07-19 05:18:07,2,0.1,714.55,Credit Card,Completed
ORD-003350,CUST-02919,PROD-0167,2024-07-19 05:37:21,1,0.0,218.4,Apple Pay,Completed
ORD-003351,CUST-01161,PROD-0208,2024-07-19 07:01:00,1,0.05,523.49,Credit Card,Completed
ORD-003352,CUST-00649,PROD-0237,2024-07-19 08:52:51,1,0.0,439.27,Apple Pay,Completed
ORD-003353,CUST-03236,PROD-0196,2024-07-19 12:46:40,2,0.0,694.64,BNPL (Klarna),Shipped
ORD-003354,CUST-02397,PROD-0138,2024-07-19 13:04:06,4,0.0,1747.72,Apple Pay,Completed
ORD-003355,CUST-02004,PROD-0092,2024-07-19 14:30:24,1,0.05,107.87,Credit Card,Completed
ORD-003356,CUST-02511,PROD-0105,2024-07-19 14:36:04,3,0.05,1704.39,Apple Pay,Completed
ORD-003357,CUST-01667,PROD-0210,2024-07-19 17:01:27,1,0.05,377.12,Debit Card,Completed
ORD-003358,CUST-01528,PROD-0073,2024-07-19 17:29:48,1,0.2,407.06,Credit Card,Completed
ORD-003359,CUST-02933,PROD-0214,2024-07-19 20:41:50,1,0.1,511.79,Credit Card,Completed
ORD-003360,CUST-03223,PROD-0010,2024-07-19 23:49:45,1,0.05,523.9,Credit Card,Completed
ORD-003361,CUST-01914,PROD-0104,2024-07-20 01:12:02,4,0.0,2535.12,Credit Card,Completed
ORD-003362,CUST-00246,PROD-0151,2024-07-20 01:25:42,1,0.0,56.08,Credit Card,Completed
ORD-003363,CUST-03182,PROD-0235,2024-07-20 02:47:21,1,0.0,425.93,BNPL (Klarna),Completed
ORD-003364,CUST-01609,PROD-0205,2024-07-20 03:12:23,3,0.0,345.27,Apple Pay,Shipped
ORD-003365,CUST-00798,PROD-0216,2024-07-20 03:38:40,10,0.05,5634.26,PayPal,Completed
ORD-003366,CUST-03347,PROD-0141,2024-07-20 04:12:08,2,0.05,1782.07,Credit Card,Shipped
ORD-003367,CUST-02918,PROD-0048,2024-07-20 04:44:22,1,0.2,354.27,Credit Card,Completed
ORD-003368,CUST-03139,PROD-0109,2024-07-20 12:10:19,1,0.0,883.34,Debit Card,Completed
ORD-003369,CUST-01074,PROD-0089,2024-07-20 12:55:46,1,0.05,125.62,PayPal,Completed
ORD-003370,CUST-02864,PROD-0044,2024-07-20 14:03:44,1,0.15,241.87,BNPL (Klarna),Completed
ORD-003371,CUST-00515,PROD-0239,2024-07-20 14:23:45,4,0.0,1897.12,Apple Pay,Completed
ORD-003372,CUST-02274,PROD-0093,2024-07-20 15:34:42,1,0.0,444.74,Apple Pay,Completed
ORD-003373,CUST-02626,PROD-0208,2024-07-20 18:10:59,1,0.15,468.38,Credit Card,Completed
ORD-003374,CUST-00506,PROD-0064,2024-07-20 18:40:51,2,0.05,405.55,Credit Card,Completed
ORD-003375,CUST-00155,PROD-0040,2024-07-20 20:13:35,3,0.1,973.51,Credit Card,Completed
ORD-003376,CUST-02007,PROD-0134,2024-07-20 22:17:21,1,0.2,105.9,Credit Card,Completed
ORD-003377,CUST-01898,PROD-0120,2024-07-20 22:18:37,1,0.05,81.53,PayPal,Completed
ORD-003378,CUST-01504,PROD-0072,2024-07-20 22:24:20,1,0.0,344.22,Bank Transfer,Completed
ORD-003379,CUST-00111,PROD-0098,2024-07-20 23:02:42,1,0.1,690.79,Credit Card,Completed
ORD-003380,CUST-02531,PROD-0210,2024-07-20 23:49:27,1,0.1,357.27,Apple Pay,Completed
ORD-003381,CUST-02856,PROD-0171,2024-07-21 00:42:24,2,0.0,221.54,Credit Card,Completed
ORD-003382,CUST-02322,PROD-0032,2024-07-21 01:00:26,1,0.05,126.66,PayPal,Completed
ORD-003383,CUST-02203,PROD-0177,2024-07-21 01:06:43,1,0.0,561.11,Debit Card,Completed
ORD-003384,CUST-01675,PROD-0074,2024-07-21 10:14:15,1,0.1,472.09,Credit Card,Refunded
ORD-003385,CUST-01191,PROD-0226,2024-07-21 11:11:20,5,0.0,3383.85,PayPal,Completed
ORD-003386,CUST-01043,PROD-0215,2024-07-21 14:11:25,2,0.0,1751.82,Credit Card,Completed
ORD-003387,CUST-02393,PROD-0123,2024-07-21 16:50:54,3,0.05,643.16,Debit Card,Refunded
ORD-003388,CUST-02783,PROD-0147,2024-07-21 17:46:46,1,0.05,252.49,PayPal,Completed
ORD-003389,CUST-02617,PROD-0084,2024-07-21 19:10:57,3,0.2,374.5,Credit Card,Completed
ORD-003390,CUST-01922,PROD-0052,2024-07-21 19:15:22,1,0.2,394.2,Apple Pay,Completed
ORD-003391,CUST-00294,PROD-0180,2024-07-21 19:26:46,1,0.0,476.82,Apple Pay,Completed
ORD-003392,CUST-02693,PROD-0034,2024-07-21 20:32:35,2,0.0,1025.8,Credit Card,Completed
ORD-003393,CUST-01486,PROD-0187,2024-07-21 22:13:14,2,0.0,1275.44,Debit Card,Completed
ORD-003394,CUST-00338,PROD-0230,2024-07-21 22:42:56,10,0.0,5850.0,Debit Card,Completed
ORD-003395,CUST-01828,PROD-0081,2024-07-21 22:58:46,2,0.05,698.36,Debit Card,Completed
ORD-003396,CUST-02500,PROD-0108,2024-07-21 23:40:06,1,0.0,54.25,Debit Card,Shipped
ORD-003397,CUST-02392,PROD-0126,2024-07-22 04:22:44,1,0.0,417.01,Credit Card,Refunded
ORD-003398,CUST-00717,PROD-0005,2024-07-22 04:48:21,1,0.0,29.92,Apple Pay,Completed
ORD-003399,CUST-00631,PROD-0194,2024-07-22 06:39:32,1,0.0,137.65,Credit Card,Completed
ORD-003400,CUST-00765,PROD-0041,2024-07-22 08:19:52,2,0.05,519.17,Credit Card,Completed
ORD-003401,CUST-00085,PROD-0034,2024-07-22 12:56:01,1,0.05,487.25,PayPal,Completed
ORD-003402,CUST-00737,PROD-0182,2024-07-22 14:11:53,4,0.0,200.24,PayPal,Cancelled
ORD-003403,CUST-02708,PROD-0020,2024-07-22 16:48:08,2,0.0,705.6,BNPL (Klarna),Completed
ORD-003404,CUST-01413,PROD-0238,2024-07-22 17:56:44,1,0.1,392.98,PayPal,Completed
ORD-003405,CUST-00227,PROD-0182,2024-07-22 19:14:11,1,0.15,42.55,Credit Card,Completed
ORD-003406,CUST-03358,PROD-0239,2024-07-22 19:24:00,1,0.0,474.28,BNPL (Klarna),Completed
ORD-003407,CUST-01308,PROD-0066,2024-07-22 19:30:39,3,0.0,892.02,Credit Card,Completed
ORD-003408,CUST-00109,PROD-0092,2024-07-22 22:43:18,10,0.0,1135.5,Apple Pay,Shipped
ORD-003409,CUST-00135,PROD-0146,2024-07-23 03:26:26,1,0.0,153.36,Credit Card,Completed
ORD-003410,CUST-00938,PROD-0044,2024-07-23 03:36:21,3,0.1,768.29,Credit Card,Completed
ORD-003411,CUST-00291,PROD-0103,2024-07-23 06:51:50,2,0.0,284.84,PayPal,Completed
ORD-003412,CUST-01826,PROD-0048,2024-07-23 07:40:15,5,0.05,2103.49,Credit Card,Cancelled
ORD-003413,CUST-01737,PROD-0243,2024-07-23 11:41:09,1,0.2,212.41,Credit Card,Completed
ORD-003414,CUST-01653,PROD-0035,2024-07-23 12:12:03,1,0.1,64.76,PayPal,Completed
ORD-003415,CUST-01868,PROD-0207,2024-07-23 13:21:08,1,0.0,621.73,Credit Card,Completed
ORD-003416,CUST-02870,PROD-0111,2024-07-23 14:02:04,1,0.0,355.77,Credit Card,Shipped
ORD-003417,CUST-03101,PROD-0039,2024-07-23 14:23:47,1,0.0,521.03,Debit Card,Completed
ORD-003418,CUST-02442,PROD-0232,2024-07-23 15:47:44,1,0.1,889.5,Apple Pay,Completed
ORD-003419,CUST-00027,PROD-0231,2024-07-23 17:33:33,2,0.0,1751.9,Credit Card,Completed
ORD-003420,CUST-02061,PROD-0003,2024-07-23 18:13:57,1,0.0,786.9,Debit Card,Completed
ORD-003421,CUST-00554,PROD-0019,2024-07-23 19:47:03,2,0.0,1936.88,Credit Card,Completed
ORD-003422,CUST-00933,PROD-0215,2024-07-23 20:20:56,2,0.0,1751.82,Credit Card,Cancelled
ORD-003423,CUST-02493,PROD-0211,2024-07-23 20:34:15,3,0.05,2822.13,Credit Card,Completed
ORD-003424,CUST-02272,PROD-0125,2024-07-23 21:13:43,1,0.15,535.6,PayPal,Completed
ORD-003425,CUST-02069,PROD-0146,2024-07-23 22:01:26,1,0.3,107.35,Credit Card,Completed
ORD-003426,CUST-03459,PROD-0222,2024-07-24 01:16:46,1,0.1,354.01,Debit Card,Completed
ORD-003427,CUST-01672,PROD-0231,2024-07-24 02:01:52,1,0.0,875.95,Debit Card,Completed
ORD-003428,CUST-01350,PROD-0083,2024-07-24 03:26:14,2,0.0,958.24,Apple Pay,Completed
ORD-003429,CUST-01757,PROD-0005,2024-07-24 07:59:31,1,0.0,29.92,Apple Pay,Completed
ORD-003430,CUST-00467,PROD-0055,2024-07-24 08:49:00,1,0.0,516.56,Credit Card,Refunded
ORD-003431,CUST-01249,PROD-0013,2024-07-24 12:09:55,1,0.05,277.5,Debit Card,Shipped
ORD-003432,CUST-02701,PROD-0162,2024-07-24 12:20:43,1,0.15,827.08,PayPal,Completed
ORD-003433,CUST-01499,PROD-0216,2024-07-24 13:59:51,5,0.05,2817.13,Apple Pay,Completed
ORD-003434,CUST-00618,PROD-0018,2024-07-24 14:35:58,10,0.1,2871.36,Credit Card,Completed
ORD-003435,CUST-02828,PROD-0068,2024-07-24 15:24:01,2,0.05,1057.41,Debit Card,Completed
ORD-003436,CUST-00458,PROD-0100,2024-07-24 16:19:56,1,0.0,16.65,Apple Pay,Completed
ORD-003437,CUST-02688,PROD-0200,2024-07-24 18:02:26,4,0.2,95.04,Credit Card,Completed
ORD-003438,CUST-01237,PROD-0171,2024-07-24 21:46:57,4,0.1,398.77,Credit Card,Completed
ORD-003439,CUST-02711,PROD-0193,2024-07-25 00:44:11,3,0.0,186.0,Debit Card,Completed
ORD-003440,CUST-00961,PROD-0169,2024-07-25 01:33:09,1,0.0,211.95,BNPL (Klarna),Completed
ORD-003441,CUST-01505,PROD-0038,2024-07-25 02:08:04,1,0.0,199.58,PayPal,Completed
ORD-003442,CUST-00180,PROD-0228,2024-07-25 03:27:13,1,0.1,132.67,Debit Card,Completed
ORD-003443,CUST-02586,PROD-0166,2024-07-25 04:42:45,3,0.0,1872.9,Credit Card,Completed
ORD-003444,CUST-02575,PROD-0141,2024-07-25 07:30:03,3,0.05,2673.1,Debit Card,Completed
ORD-003445,CUST-02070,PROD-0125,2024-07-25 08:49:00,1,0.05,598.61,Credit Card,Completed
ORD-003446,CUST-01369,PROD-0022,2024-07-25 10:59:32,1,0.1,399.82,Credit Card,Completed
ORD-003447,CUST-02625,PROD-0029,2024-07-25 12:02:35,2,0.0,826.66,Debit Card,Completed
ORD-003448,CUST-00763,PROD-0137,2024-07-25 12:26:16,3,0.0,346.98,Credit Card,Completed
ORD-003449,CUST-00922,PROD-0219,2024-07-25 13:11:06,2,0.1,1071.72,Credit Card,Completed
ORD-003450,CUST-03093,PROD-0110,2024-07-25 13:31:58,2,0.0,239.16,PayPal,Completed
ORD-003451,CUST-00745,PROD-0108,2024-07-25 15:48:10,1,0.0,54.25,PayPal,Completed
ORD-003452,CUST-01432,PROD-0068,2024-07-25 18:14:58,1,0.3,389.57,Debit Card,Completed
ORD-003453,CUST-01511,PROD-0104,2024-07-25 18:52:29,2,0.1,1140.8,Apple Pay,Completed
